"Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-195700bac65ab670b2bc5529a15bb5561b4fe78c-0-055869c4cdf7c3d70d13dd4996e8acd1064a1c30","127.952","1.435","5.368","4.487","4.8","9.287","","","","","","","","127.952","1.435","5.368","4.487","4.8","9.287","","","","","","","","","","","","","","","","","","","","","","","195700bac65ab670b2bc5529a15bb5561b4fe78c-0-9012a2d5eb850d1cc9013edad9231d42f01680f6","195700bac65ab670b2bc5529a15bb5561b4fe78c","root.record.ItemExhibitList.P5Item","195700bac65ab670b2bc5529a15bb5561b4fe78c-0-e7bc826c1cdcaaae91bf3d8d12196b22c7762f20"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-46b22e92d04dda9afe12bedfe68ec83042f4377b","704.577","78.425","27.549","35.274","4.125","39.399","","","","","","","","704.577","78.425","27.549","35.274","4.125","39.399","","","","","","","","","","","","","","","","","","","","","","","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-0487fa33e02c5c195b5cb7a7c7a11e6dc29ab6d9","19ae42ffdadf98fda4f6c7db5826edb465febfdf","root.record.ItemExhibitList.P5Item","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-5b9407d7097723e62e068ba284b74118a22aca71"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-253d4090e67fad833a703cc24a6237137617a236","456.845","","","4.29","","4.29","","","","","","","","456.845","","","4.29","","4.29","","","","","","","","","","","","","","","","","","","","","","","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-b495c9e1f32b229adb268fa12c8917b92352521b","19ae42ffdadf98fda4f6c7db5826edb465febfdf","root.record.ItemExhibitList.P5Item","19ae42ffdadf98fda4f6c7db5826edb465febfdf-1-0270caee8d95b4304249eb4ebb7dacea0c55da73"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-bb7a3880b241418a43772da3aa07014f9b671e17","1152.901","","","","1.997","1.997","","","","","","","","1152.901","","","","1.997","1.997","","","","","","","","","","","","","","","","","","","","","","","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-476fcc9c3bd5acf789758091afbb1973facd0b83","19ae42ffdadf98fda4f6c7db5826edb465febfdf","root.record.ItemExhibitList.P5Item","19ae42ffdadf98fda4f6c7db5826edb465febfdf-2-04f0a6b61f021c0a28a97c9dc87fd874b8bd1c4c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-92f106e275ea21353398a2d3c78515e0d6ce2e3e","9465.694","261.717","162.313","149.844","","149.844","","","","","","","","9465.694","261.717","162.313","149.844","","149.844","","","","","","","","","","","","","","","","","","","","","","TOTAL HARDWARE - MISSILE","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-0a6710f407c8eddbcf6d6404a94d81eddd9ab439","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-bc119467af824d26617cbb12851d796374a81b49"
"","","","","","","","","","","","","","","0","","","","","","","","","","0","0","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-c50a90d29faa15b61691c712b8b66d21d298c22b","0","","","","","0","0","","","","","","","WGS B2FO","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-f190d4837d957df9a20a459c70b0e435a069a7ab","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe","root.record.ItemExhibitList.P5Item","1def17fdf8f432d0fe0c54bb1c89a7d790ae9ffe-0-69ed349bfab321d31bf19827f1ed5055fb6880d8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-20dd39857bc423994c22ffc6fee2cc724c64bc48-0-ebc08737227eabb1cb2a1928e6408750574a60c7","24.32","8.8","30.871","16.989","","16.989","","","","","","","","24.32","8.8","30.871","16.989","","16.989","","","","","","","","","","","","","","","","","","","","","","AFSAT","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-f053a38996abe46108f9519f8e3f9bd250666848","20dd39857bc423994c22ffc6fee2cc724c64bc48","root.record.ItemExhibitList.P5Item","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-8e4370bea98abddf285e33cbffcdcef9bd9abca0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-20dd39857bc423994c22ffc6fee2cc724c64bc48-0-a37f500630587c838bfb3989d551f13851884139","56.313","23.223","31.275","31.728","","31.728","","","","","","","","56.313","59.799","86.343","80.024","","80.024","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-20dd39857bc423994c22ffc6fee2cc724c64bc48-0-3ae2f15960a61de923a788c67b4195f8b2cb97fb","","36.576","55.068","48.296","48.296","","","","","","","","","QF-16","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-654daeaaf98c0c16aadbef2c4229f690ccd7aad0","20dd39857bc423994c22ffc6fee2cc724c64bc48","root.record.ItemExhibitList.P5Item","20dd39857bc423994c22ffc6fee2cc724c64bc48-1-8d3563740ed0cbf2d444067751ec589c2fb4ffa7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-73f23f17fbeae79dc72b9c3f8e94ac1f6d6c485e","171.988","0.16","0.053","3.716","4.18","7.896","","","","","","","","171.988","0.16","0.053","3.716","4.18","7.896","","","","","","","","","","","","","","","","","","","","","","","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-57aa988853f4f477fe9223c3e47d916164f24abb","21890a75ad7ddf3d0ff8e07fa3694eac5357446f","root.record.ItemExhibitList.P5Item","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-6c83e57d04daecb148364c0b4f4ec37e6bd5a47c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-22280713174a76e0cb7141642ef20990b40d4483-0-90add5a1170343fc202b0bf6fddeeb0abcc7443c","19599.271","1344.082","1366.242","1186.283","0","1186.283","","","","","","","","20898.223","1360.457","1366.498","1195.585","0","1195.585","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-22280713174a76e0cb7141642ef20990b40d4483-0-07cbfa627c140393195a0ade1eb3f3675bf71de1","1298.952","16.375","0.256","9.302","9.302","","","","","","0","","","","22280713174a76e0cb7141642ef20990b40d4483-0-195a943c564cb6ecaf7843d63a4cfbf4a59d2e69","22280713174a76e0cb7141642ef20990b40d4483","root.record.ItemExhibitList.P5Item","22280713174a76e0cb7141642ef20990b40d4483-0-a698a39fa0604a33fa5c2a296af85910f086343e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-23d41eaae50d250b4e794bdfa0b97e545a71b74a-0-33ef96bf6db9dbc5295552a234a8c9676f404acd","149.804","3.54","5.008","5.068","","5.068","","","","","","","","149.804","3.54","5.008","5.068","","5.068","","","","","","","","","","","","","","","","","","","","","","","23d41eaae50d250b4e794bdfa0b97e545a71b74a-0-8d1a10731ec8aa62dd0aba66ec97bc9301c0a8d3","23d41eaae50d250b4e794bdfa0b97e545a71b74a","root.record.ItemExhibitList.P5Item","23d41eaae50d250b4e794bdfa0b97e545a71b74a-0-d9e3fff651f1e78b0a90c6a2274a820e99bca7a1"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-246dd9081e2a4a37ce22da67f4d5c6c363f99e73-0-e0e866e4bf38f63dc18a21830513c00d0ece64d1","331.345","3.313","0.136","0.078","","0.078","","","","","","","","331.345","3.313","0.136","0.078","","0.078","","","","","","","","","","","","","","","","","","","","","","Tactical Fuel Systems","246dd9081e2a4a37ce22da67f4d5c6c363f99e73-0-9624eb817be6cfffe479aa4b5dfe9a225f443da8","246dd9081e2a4a37ce22da67f4d5c6c363f99e73","root.record.ItemExhibitList.P5Item","246dd9081e2a4a37ce22da67f4d5c6c363f99e73-0-241a0b99b8d9068b474b5df5c0ee4ae5f3d7dd5d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-24febab206f12e49a266ce58bec118a0b5f41773-0-88e7881bed683faea9850351a2b361eaf0b90e53","","78.596","111.993","107.776","","107.776","","","","","","","","","88.338","116.813","113.648","","113.648","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-24febab206f12e49a266ce58bec118a0b5f41773-0-a60681f7669d153efab414b401f592386267dbec","","9.742","4.82","5.872","5.872","","","","","","","","","G/ATOR - Active (PE 0204460M ) & Reserve (PE 0506313M)","24febab206f12e49a266ce58bec118a0b5f41773-0-4a557f23d956f37062f9b3fa2bab63b754eeb121","24febab206f12e49a266ce58bec118a0b5f41773","root.record.ItemExhibitList.P5Item","24febab206f12e49a266ce58bec118a0b5f41773-0-cf251d1ff8abad763135323301360e5211279f5c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-25468c90530de4e049f06e2c4c0a3d290cfdc3b4-0-1813c3aac64153d304e2dcd32542146dac73c41b","2574.064","1116.941","1300.799","1013.014","78.04","1091.054","","","","","","","","2574.064","1116.941","1300.799","1013.014","78.04","1091.054","","","","","","","","","","","","","","","","","","","","","","","25468c90530de4e049f06e2c4c0a3d290cfdc3b4-0-2ef6d80249d7c6307ac4c909e868afdb7c9573df","25468c90530de4e049f06e2c4c0a3d290cfdc3b4","root.record.ItemExhibitList.P5Item","25468c90530de4e049f06e2c4c0a3d290cfdc3b4-0-e93866a97530ca09e457578b12c73498ec902aa5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2607cfa0e7fe0368bb66bdb36b630d4ffe47af11-0-98bdea56a9f672e9a6aa17fd98cd810310113917","202.85","1.635","14.027","","","","","","","","","","","202.85","1.635","14.027","","","","","","","","","","","","","","","","","","","","","","","","","","2607cfa0e7fe0368bb66bdb36b630d4ffe47af11-0-a3c94450984800dc7248c54e9351501dcc9487c7","2607cfa0e7fe0368bb66bdb36b630d4ffe47af11","root.record.ItemExhibitList.P5Item","2607cfa0e7fe0368bb66bdb36b630d4ffe47af11-0-79e2702ce82d21067b700141893161cfd9192c78"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-27d04778c2c16e7b412c353909cd486244309464-0-080342543662dd3572471d0f8028324f5fbcdb39","","2.741","2.531","","","","","","","","","","","","2.741","2.531","","","","","","","","","","","","","","","","","","","","","","","","","","27d04778c2c16e7b412c353909cd486244309464-0-6d4f243b0f127da1561d5212abeba64139434994","27d04778c2c16e7b412c353909cd486244309464","root.record.ItemExhibitList.P5Item","27d04778c2c16e7b412c353909cd486244309464-0-4f3263a509c853c08e0c19c828fc97470e90955e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-27d04778c2c16e7b412c353909cd486244309464-0-bd1f334026ba973551f76e54665ea938552b1c86","","2.378","","","","","","","","","","","","","2.378","","","","","","","","","","","","","","","","","","","","","","","","","","","27d04778c2c16e7b412c353909cd486244309464-0-beb5d553a214d82878116dde6e47462f0aeb33a8","27d04778c2c16e7b412c353909cd486244309464","root.record.ItemExhibitList.P5Item","27d04778c2c16e7b412c353909cd486244309464-1-2c5d96ffdc23d2bb3d6d876769dd8fb144abedd9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-27d04778c2c16e7b412c353909cd486244309464-0-3d2507962f38b7bd1688f4c8d243cf3054bd1603","5","8.365","","2.779","","2.779","","","","","","","","5","8.365","","2.779","","2.779","","","","","","","","","","","","","","","","","","","","","","","27d04778c2c16e7b412c353909cd486244309464-0-de3e1330e73a029fbc1f2da2c288162b7bbee4bd","27d04778c2c16e7b412c353909cd486244309464","root.record.ItemExhibitList.P5Item","27d04778c2c16e7b412c353909cd486244309464-2-8df7b0423d97dcd44a1f09da6727b37339399f7c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-27d04778c2c16e7b412c353909cd486244309464-0-fbe627873e4970a1bedbb69e23205ab933a6f938","","1.44","","","","","","","","","","","","","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","27d04778c2c16e7b412c353909cd486244309464-0-8949524f8e45daf0c198a0338489a2a975b7fb0d","27d04778c2c16e7b412c353909cd486244309464","root.record.ItemExhibitList.P5Item","27d04778c2c16e7b412c353909cd486244309464-3-550c78ef727b8f34a5011ca874a1678008725b95"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-28570409184c111247d7dd63e37353fc2c7f2a11-0-f270231853f2cb06a85090774d6751020b7fac28","425.67","","2.656","1.743","2.9","4.643","","","","","","","","425.67","","2.656","1.743","2.9","4.643","","","","","","","","","","","","","","","","","","","","","","","28570409184c111247d7dd63e37353fc2c7f2a11-0-401cfa4c1e56b3ba438b6fb020fe69ad64f49996","28570409184c111247d7dd63e37353fc2c7f2a11","root.record.ItemExhibitList.P5Item","28570409184c111247d7dd63e37353fc2c7f2a11-0-7fd785132f4fb20d4a593020f8d10af3c033eca2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-28db4ed18158a0173a157eb2aff413f08b7772f6-0-2cf880d84abb7c9e6d652dd06a2f278811d3fb7c","","","","114.928","","114.928","","","","","","","","","","","173.978","","173.978","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-28db4ed18158a0173a157eb2aff413f08b7772f6-0-7fb42af749e784939611c773de81454b92fdab11","","","","59.05","59.05","","","","","","","","","","28db4ed18158a0173a157eb2aff413f08b7772f6-0-340710899c7925ffe3346c99044e4a9f22bfb6d1","28db4ed18158a0173a157eb2aff413f08b7772f6","root.record.ItemExhibitList.P5Item","28db4ed18158a0173a157eb2aff413f08b7772f6-1-70123a05300b489dc6031c0823773c6e5bf0ae24"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2d458e2125e78288f00acb5e36296911df970587-0-fe2971f519e4f09cdfb4449d5c27e9a04c85898b","107.958","1.16","0.896","","","","","","","","","","","107.958","1.16","0.896","","","","","","","","","","","","","","","","","","","","","","","","","","2d458e2125e78288f00acb5e36296911df970587-0-dea4548afa0a9574d47e1947218042682a082471","2d458e2125e78288f00acb5e36296911df970587","root.record.ItemExhibitList.P5Item","2d458e2125e78288f00acb5e36296911df970587-0-5e730917b816c6c6824de8735b83ea702c2094cd"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2db65f5989a7d107b6647faff5fcfe4473ffb7d3-0-e3c3be3f38e6be8a8d0f31f3690ec27872b41579","116.297","10.056","84.691","","","","","","","","","","","116.297","10.056","84.691","","","","","","","","","","","","","","","","","","","","","","","","","","2db65f5989a7d107b6647faff5fcfe4473ffb7d3-0-a9f6080cdd4318283e6119c3cfb314f72693c9c7","2db65f5989a7d107b6647faff5fcfe4473ffb7d3","root.record.ItemExhibitList.P5Item","2db65f5989a7d107b6647faff5fcfe4473ffb7d3-0-20b12958a39a847001d3600ffc3dc0532620817a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2e1e6074e7f761005c59957a9b1c323d09359d95-0-3838fa6d2765a0054fb48f210586020d460f0115","2853.962","338.868","318.508","0","0","0","","","","","","","","2994.634","338.868","318.508","0","0","0","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-2e1e6074e7f761005c59957a9b1c323d09359d95-0-249e4b846c1b2c39d5ba088e4306c522719be871","140.672","0","0","0","0","","","","","","0","","","","2e1e6074e7f761005c59957a9b1c323d09359d95-0-740819a310ed8af229ab69f66fb4a27ea26daebe","2e1e6074e7f761005c59957a9b1c323d09359d95","root.record.ItemExhibitList.P5Item","2e1e6074e7f761005c59957a9b1c323d09359d95-0-58f2eea865136868dfade61c0981432d556ea956"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2e1e6074e7f761005c59957a9b1c323d09359d95-0-df8e2b76bf4bda6b4cf64ffc7d3b24b4720b7908","1856.571","451.655","469.199","718.763","0","718.763","","","","","","","","2167.403","451.655","469.199","725.191","0","725.191","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-2e1e6074e7f761005c59957a9b1c323d09359d95-0-095c511b69febfaf8aba43005bd136748267ed80","310.832","0","0","6.428","6.428","","","","","","0","","","","2e1e6074e7f761005c59957a9b1c323d09359d95-0-93901e3a8db0705791a349e814a63cadec1caad7","2e1e6074e7f761005c59957a9b1c323d09359d95","root.record.ItemExhibitList.P5Item","2e1e6074e7f761005c59957a9b1c323d09359d95-1-ef1348de574fa2a6c7238d4b22063d3f13c50a94"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2f6519900ba026786ea9a09f23f2e6a2fd44ef4e-0-4511c0432ea48270eb990c0f854eb4857c56ef9d","43.099","14.392","27.982","2.307","0.846","3.153","","","","","","","","43.099","14.392","27.982","2.307","0.846","3.153","","","","","","","","","","","","","","","","","","","","","","","2f6519900ba026786ea9a09f23f2e6a2fd44ef4e-0-5b0643a16586c60d770308664fe673f956e55443","2f6519900ba026786ea9a09f23f2e6a2fd44ef4e","root.record.ItemExhibitList.P5Item","2f6519900ba026786ea9a09f23f2e6a2fd44ef4e-0-1eb6e4bc86d2ee76d8176ca3f515230573d41b19"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2ff6956eefedc4d4cee93a766d7bfd26b34e619d-0-79e4aa4184df36dacc229721f14e4bd61717e51f","32.237","0.756","0.407","0.528","","0.528","","","","","","","","32.237","0.756","0.407","0.528","","0.528","","","","","","","","","","","","","","","","","","","","","","","2ff6956eefedc4d4cee93a766d7bfd26b34e619d-0-d4de8b5fa5221c719f89b17b9eb18ad613eeceed","2ff6956eefedc4d4cee93a766d7bfd26b34e619d","root.record.ItemExhibitList.P5Item","2ff6956eefedc4d4cee93a766d7bfd26b34e619d-0-9a6e85923b3ac0c2648eb4016c896f47b08ee072"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-33e3f2e817329c1be562eb49bf8b43a50b44e6a2-0-716464717f4add0a979502abe27d08b002fe11a0","","113.62","182.652","474.52","","474.52","","","","","","","","","113.62","182.652","474.52","","474.52","","","","","","","","","","","","","","","","","","","","","","","33e3f2e817329c1be562eb49bf8b43a50b44e6a2-0-d96c3bb6d2374afd1cb1a9599065a353950c2cb6","33e3f2e817329c1be562eb49bf8b43a50b44e6a2","root.record.ItemExhibitList.P5Item","33e3f2e817329c1be562eb49bf8b43a50b44e6a2-0-b0dbcd8ad027cee1e0a95bea0e3c8a6adbbaeda3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-34016b661d774e05fd8e219ad23c6c45050602ae-0-0791a16c750b54cabde091672e803f00e0b379c9","4.79","","","0.558","","0.558","","","","","","","","4.79","","","3.108","","3.108","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-34016b661d774e05fd8e219ad23c6c45050602ae-0-86501a1a761a45fe84a4cf501079cf9be4c9233d","","","","2.55","2.55","","","","","","","","","","34016b661d774e05fd8e219ad23c6c45050602ae-0-729361ce13a23cf00f0701bfed12145f2f5fefe9","34016b661d774e05fd8e219ad23c6c45050602ae","root.record.ItemExhibitList.P5Item","34016b661d774e05fd8e219ad23c6c45050602ae-0-344775cd4b0d69e903798019881d852c759605c7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-347d0912d17903700eb396149627cb06dc8fb6af-0-88a4f5208ed6cd0017238fddd0d781e60401c3a1","336.273","6.012","12.021","8.332","22.41","30.742","","","","","","","","336.273","6.012","12.021","8.332","22.41","30.742","","","","","","","","","","","","","","","","","","","","","","","347d0912d17903700eb396149627cb06dc8fb6af-0-b4ff89002f89db73ae32be6d4d26aa065de9aef0","347d0912d17903700eb396149627cb06dc8fb6af","root.record.ItemExhibitList.P5Item","347d0912d17903700eb396149627cb06dc8fb6af-0-3dff1d75e6bc2bc6b25353818b2e2160596d4538"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-352bea8dd8c4c6786ea4d485261407a2c7e3ea03-0-3d489b0d2fdbea6ec7d86fefba9baa3b52d50a24","13.515","","3.6","0","2.6","2.6","","","","","","","","13.515","","3.6","0","2.6","2.6","","","","","","","","","","","","","","","","","","","","","","","352bea8dd8c4c6786ea4d485261407a2c7e3ea03-0-e651b8bdd9cfc1eea0943f243de3bc839fd3454b","352bea8dd8c4c6786ea4d485261407a2c7e3ea03","root.record.ItemExhibitList.P5Item","352bea8dd8c4c6786ea4d485261407a2c7e3ea03-0-c91230f21de94c855fae5cb72b5e313bf7107a00"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-3579a953c70087a21de2b76398e333ae6a55977c-0-28d85b2c3240281a5efa1f304588f71317e749c8","219.291","14.926","26.125","26.233","","26.233","","","","","","","","219.291","14.926","26.125","26.233","","26.233","","","","","","","","","","","","","","","","","","","","","","","3579a953c70087a21de2b76398e333ae6a55977c-0-00d4f883f2f6d983dc064bbeee5fd26919b96ec9","3579a953c70087a21de2b76398e333ae6a55977c","root.record.ItemExhibitList.P5Item","3579a953c70087a21de2b76398e333ae6a55977c-0-689ff1f42e989da4d0b49c411f08637075817e20"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-35f64eb5a2af075c277f46ad9a05b6dc91b6bee5-0-93a0f8ee4ef65d8c202b03f66fda595563e32c0c","20.46","35.55","22.15","63.713","","63.713","","","","","","","","20.46","39.362","33.455","64.752","","64.752","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-35f64eb5a2af075c277f46ad9a05b6dc91b6bee5-0-fc4ded8ef41b0e0831167281f653d3d66ef28495","","3.812","11.305","1.039","1.039","","","","","","","","","","35f64eb5a2af075c277f46ad9a05b6dc91b6bee5-0-895459523b1ee6ab6bbcb2e84ea936d73fd166bc","35f64eb5a2af075c277f46ad9a05b6dc91b6bee5","root.record.ItemExhibitList.P5Item","35f64eb5a2af075c277f46ad9a05b6dc91b6bee5-0-cb750a600382783bc84bc25baa8e23c9becc37c4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-36fdee92d7beb94311909edb9f32cd5d8fe87db0-0-25fa60a811de100e7a6ae40b6acbbc14dac65ea5","778.723","532.605","514.946","423.201","","423.201","","","","","","","","778.723","532.605","514.946","423.201","","423.201","","","","","","","","","","","","","","","","","","","","","","","36fdee92d7beb94311909edb9f32cd5d8fe87db0-0-b456b4ced5e600afafb169c4a68bbd830650bbb4","36fdee92d7beb94311909edb9f32cd5d8fe87db0","root.record.ItemExhibitList.P5Item","36fdee92d7beb94311909edb9f32cd5d8fe87db0-0-aee44ffb0afde24d01e745adf11b676cf152749a"
