"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Kairos","","Sandy, UT","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-ebb484b1cdf37e5ce058fe3d164cee9efa809559","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-86f76986832d929e57ee59a2c52b41fd408e09a4","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-3aedbfd992e2a4b1ea06f3253fd9a6b2aea32635"
"TBD","","TBD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-1-1af6a2856eb2bc460345de2f8c44d09a102a5a04","161bcc6da211fe3a723c3cfa50a8f758a56734f9-1-76d251ff5d2c3f46f06a7a659a1cfdf3edd39cdd","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-3aedbfd992e2a4b1ea06f3253fd9a6b2aea32635"
"MCALESTER ARMY AMMUNITION PLANT","","MCALESTER, OK","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-d6d9c4c4bb3a1d8f04aa7b75bbfff47d9e2a21cd","1642a4f38774503b0b01f1ee3349d6e52b523873-0-4307077738a912a9dfd72a42efbb32ac76b32470","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1642a4f38774503b0b01f1ee3349d6e52b523873-0-eea6169f3200c7070f99e5a7f091a6f2a51ed62f"
"ATK TACTICAL SYSTEMS CO.","","Rocket Center, WV","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-3cabfa2bacb4fef28327bbcf1f73a3787464528f","1642a4f38774503b0b01f1ee3349d6e52b523873-0-4c4b7b2748a8e2ad1109a19002a87666481a60d3","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1642a4f38774503b0b01f1ee3349d6e52b523873-0-04b8b1eb98cb97b33840b714797e67d548de9445"
"Orbital ATK","","Rocket Center, WV","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-c758785f366689a00100054e245134b3b062cfdf","1642a4f38774503b0b01f1ee3349d6e52b523873-0-2dc58d68abf8b15ea38345e67dd48ca0cd2be16b","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1642a4f38774503b0b01f1ee3349d6e52b523873-0-ef6544b4a66efd39cf659ebed3936f4ce3f6da91"
"Raytheon Missile System","","Tucson, AZ","20","123","64","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-918021342ca8850dec7e47d4efa47f7b0238b8cb","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-f9cf32a261c944cb82da8ed95a0ebd5233cc1adc","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-1-21464ca3918a843085f3ff78d1913f7e6dfc5b4a"
"BAE","MSR/MAX production rates are based on canister contract constraints. Multiple canister configurations are manufactured at BAE in Aberdeen, South Dakota for multiple customers in the same facility. the family includes MK7, MK8, MK13, MK15, MK21 and MK236. As a result of the broad number of customers, the demand level is sufficient for the industrial base. There is no specific MSR/MAX for the MK14 TACTOM canister. MSR/MAX would be a factor of the entire family of canisters.","MINNEAPOLIS, MN","100","196","100","","0","0","0","0","0","6","10","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-dab024823773c99977b0ca79a975297ef5e54eca","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-4dc2eb63522b1ce76eaf1f2886f3b7742e5e07aa","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-2-b8dd1f9526a35c3bf01075455ca8389fe92a1dd9"
"Lockheed Martin Space Systems","","Sunnyvale, CA","1.00","1.00","1.00","","0","2","38","40","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-646f3fc5408d90f8675a430533e436468d813312","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-397771472be018ddc3ed5cfb80711e903bb73c30","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-d2a0aa63d37bb6a199ed852f27b1da4f3546eb92"
"Wair Products","","Minneapolis, MN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-42043928e44e1ab10a59059d6d06a7cc301fa13c","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-6fd330125fc76a09f18cf6d18dc0dec7154a03a4","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-dd6f861666e5699b0fe9d99599e53fd2ef5dc966"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-d4fa6bb547e68082fff4b0835a139cbeff02aece","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-2d2561be326f5213593697120b978d255102b061","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-dd6f861666e5699b0fe9d99599e53fd2ef5dc966"
"UNKNOWN","","NAVSUP GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-0a992e969d77da4bdf35b3ca30b5ad14661264e5","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-e0e97559c72577ffd939a9cb9a73a4483eed16e7","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-510f1ef0bf0c5f08b8c57dc066ede2974b2af972"
"Wair Products","","Minneapolis, MN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-b89c44cc5154bb4701abc7133d8875a8f2fd8993","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-174a6e59f04385ee0ec7c0d08f9ad521b91c7b16","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-510f1ef0bf0c5f08b8c57dc066ede2974b2af972"
"Wair Products","","Minneapolis, MN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-6b5d15ca227199b4c6a6a0d8c4476b8dfccb96cc","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-ade53ce0d87e920c8f67bbbfe570f94877ff47ca","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-3-a7bf620845d050fb94cc38760b47282332ad25d4"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-af56af4bb30775b8f4c34b95c1db60424781f931","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-c5cb7ecbfa2a6ec3ae9273de6d6ea525b190b3a3","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-3-a7bf620845d050fb94cc38760b47282332ad25d4"
"EAGLEPICHER TECH","","JOPLIN, MO","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-7c77620a8a8832ed5adf46c7f68067cb7b48ac5e","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-bd3cb46ea525896cc44e0c864157ade18052e044","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-4-5c6a9239fad02116d81e26aa059e22ce4725f615"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-9231e030e0fe81e6a72efb1b86935e7bc74de333","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-864b0cde1e8a9ba122c23504d7c0d79fe86adff2","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-4-5c6a9239fad02116d81e26aa059e22ce4725f615"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-1333cc898de2365ce9a1c35c577d9e552b568089","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-c2010ff8bf33a473d7c3759b2928819ab77c4c04","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-5-57b9a2365255b2c659decebe80139f2122f30264"
"PRN ASSOCIATES","","INDIANAPOLIS, IN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-7bf401fec32e7a014fb3f0baebb70983f7852e48","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-00e151653ac2a7496aa3ec6a24ce86800eedc9b6","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-5-57b9a2365255b2c659decebe80139f2122f30264"
"UNKNOWN","","TBD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-034660524863f6c6a0ac29d4cf648614c80d6681","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-8a06a8fef20a4568c6e83da80a8625bf185976f3","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-5-57b9a2365255b2c659decebe80139f2122f30264"
"ADVANCED THERMAL BATTERIES","","NAVSUP, LOC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-fa6bf36a1d73a3485399d3ddcb03e346b9c85aa0","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-071fabb02da8fdb3d3a8f01bc43854c41da4af15","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-6-85719a79676d836e168267a7ce592802f76293f9"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-d8d67d9a49f7c0253fa9ae6e9b12646d597946d9","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-4b1c1bd40d1de3c4637d21db9ae308e099211cfc","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-6-85719a79676d836e168267a7ce592802f76293f9"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-bb8fc0fa049802af7b5a5af7f172300899586109","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-2ebff61fb0b5636419927f8997c45ded9dac3103","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-7-a09090702d5e4de5429854d14fe886ebcd9496ad"
"EUR-PAC CORP","","WATERBURY, CT","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-ce33e6595ed331d60017ee9249828985d7e90a15","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-7e33e2b233397516a6ecf38ead65d5a0ac949ce9","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-7-a09090702d5e4de5429854d14fe886ebcd9496ad"
"UNKNOWN","","NAVSUP GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-fc913c69ef397954a763df5e863fee4443d8ae71","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-1bd769d911eb00d358bb9c694afb40aa087c4853","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-7-a09090702d5e4de5429854d14fe886ebcd9496ad"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-7a61be0493a4d1d982d1ad606b8001dcf2de607a","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-a18d9ad23a3371f1088efcdfe5d65489d9bafea1","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-8-446a4dc11ca0dada3c9f316f5b7ca9b47296d917"
"EUR-PAC CORP","","WATERBURY, CT","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-48390d6c69fa7fb1600633ad70a0baff02dfd7cc","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-c69e6c7db1adbd51a3a35148e13446a5e135031d","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-8-446a4dc11ca0dada3c9f316f5b7ca9b47296d917"
"UNKNOWN","","NAVSUP GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-a5415a0ab06a3e70b225b2962f5a831791d2c53d","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-29c2ba42e6aa52cf6db3910f9675ee348e5c47ae","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-8-446a4dc11ca0dada3c9f316f5b7ca9b47296d917"
"UNKNOWN","","NAVSUP GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-2c58a3386f82ab08fabf59124af8d84eedcdbea8","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-4ba2dd2682e5b7ed32e16bf47c81d4eecdc8946e","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-9-c1eba1ed6f19d30550c6c3ab629339b6afb6c4de"
"PACIFIC SCIENTIFIC ENERGETIC MATERIALS","","HOLLISTER, CA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-7e599c9053807a69c4714d1a6733719f24607533","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-723fa920ad31ed5f227e0d9bea7be20361f3b2ae","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-9-c1eba1ed6f19d30550c6c3ab629339b6afb6c4de"
"NUWC KEYPORT","","KEYPORT WASHINGTON","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-b0937b5dc8f83e111c7bded79cfa46417657d0bf","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-ae6d452d294a9f98da20e1ade7cda6b4f9d8e3fc","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-10-6cff2042d543d6bba6dd3a62359d61040b0f916b"
"GENERAL DYNAMICS FY15","","VIRGINIA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-d86cdeb82b54a9793c4732f01cbf4df7b8bb5943","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-1c33c7ad2f38cbe14f9f8da3b089bcf8cb8c0eaf","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-13-37a7e5b34372d3c8279ccd8161a8e113f3946954"
"UNKNOWN","","NAVSUP, GLS","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-da6d1e9bce5c596a738a27afbb8c072ff7200256","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-eaf6bc9dbba5d8675bb5556310de59c32959a8e0","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-13-37a7e5b34372d3c8279ccd8161a8e113f3946954"
