"ServiceAgencyName_val","ProcQuantity_val","MonthlyDeliveryList_MonthlyDelivery","Name_val","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Navy","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-1-dd2b72931bc13f161ba0d7e6b464e647c28e73b7","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-1-1d2600686181aca087da430ff43bf08c93f716c5","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-31fcd9b812e93559222df54b397b13b1f5917eda"
"Army","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-c5f4848053de1400c74097323303e0d24ce5f6fd","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-09fc661eb31540c9403a4f08a3d905e687a30485","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-16490bd56e06fb31cdd691c9eba93ecb24dc6cbb"
"Navy","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-1-a7c7cdc78ae9642fc07f4a6c0fd1ac5a305f1ece","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-1-af7fa6af4f860d507cc00a16112962278ed5dcff","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-16490bd56e06fb31cdd691c9eba93ecb24dc6cbb"
"Air Force","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-e3b4f3fbbe569265a7168edc4f54d0b39327af77","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-3a1ac5cd7b305be6e3625737409e3b07c9564c11","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-672ff88adb1ac43f2e06a18e8f7db8fd847872df"
"Army","35","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-58f74751b499c9b89ab110920d77ca2f89454f21","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-ff12e2ec0243b9e4d3c4fe0d471bbcea435e79de","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-a818f0571c5dc565543f1f76455d33a1bfafa50a"
"Army","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-7e47ceda7e116cdef8788d5570531fab76e4cf7f","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-84f80bedff13f628528ffba8626c2ca3bdbbc55e","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-44592169b88a87a648bc00615ae35628147c09c9"
"Army","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-64b7b3003a531f027bfd7f117d83f9f25313b843","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-cfeb2a4ac8e3d0c09e5562aaf43634d3a47b0b27","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-80a967948002e38262a6c51486a50afbcc859e45"
"Army","56000","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-0-095593974fb315229330c6a8501dec06b527e708","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-5f5c0c4329d09e27469e94c7cab9f2116b64a7f1","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-aa07b804ce7d1178275d513dcdd365c317e75c4c"
"Air Force","13000","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-1-c3b66cbee6a67e8cb68efdeb6c75da32b01543b2","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-1-d77fbfb8000385471e2ea7c31f78b5cdf6c4041f","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-aa07b804ce7d1178275d513dcdd365c317e75c4c"
"Marine Corps","8000","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-2-c174551624f1309cb41dc846dfa70c29b2678936","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-2-e15e964bd58bf9095a9274051831e3282d1adcdd","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-aa07b804ce7d1178275d513dcdd365c317e75c4c"
"Navy","23000","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-7decf4224a630959b1809fe5ae8cec39ef0c991f-3-5ced6ee6015a9d3aa5eafb776c17fa87add99c1e","","","7decf4224a630959b1809fe5ae8cec39ef0c991f-3-7cd2555ec74c94eb5a35a27e00440e1c87dc7a4d","7decf4224a630959b1809fe5ae8cec39ef0c991f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","7decf4224a630959b1809fe5ae8cec39ef0c991f-0-aa07b804ce7d1178275d513dcdd365c317e75c4c"
"Army","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-01c9ce774a934dced675776d2cc8535801276bc6","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-f94f717351ac7054c57b1ce2399da1723e7539be","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-3c02bc32683c8052dfaddef55dbedf161838ef02"
"Army","1870","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-eae8b1f07cf224d9d42ac08ebc58b54b92a06939","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-23187a2f2bff01a10816f3aeddac9335da6c573c","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-0cd2beee07fb38e2dc367eaa7064d67a9ea626ee"
"Army","2501","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-f78f16927d1b7d1b50d226daaaf0d03e5aef6d60","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-f8b63aab55d9883ad43f10e001c08bdf1e5776c6","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-1801e9fde42706b8a1734fe7e49637f9f8810295"
"Army","2078","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-5b893833c25faea3e658269f065161ab18fa3d1c","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-fb2cc7a3e8a7cd4b747607158307986a56ea8cf3","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-956358a694165a177e3e5067f4eef4b46297dea1"
"Army","4371","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-3477879df0c2b991135d288fb45de0209edaedf9","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-dfd250b23d3002eadf9f50a056154d47771c6a2d","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-35fec2ac81648a17a0d3300a21ea3cf989b0b14c"
"Navy","33","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-1b3a21d6f46313b11ddbb09546599daee1b1e772","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-890f153a7c4ae37aba72936e0135133a442bb2a8","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-c3df63fce31163211d8b6ff16721e9e5fce03f19"
"Army","60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-bad45d88a8d94498023234c68c958b9b6c6a2c35","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-a560d19086f9fd92d08cfb603946daca2fa68703","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-a77e16154d6df6ebb883b9af98eb4c217812befe"
"Army","42","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-f25136de1d3ac7819ea0dd8401d640d506d04f2b","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-0b5c6bc04264846c03d3b4dc786fc77312e877ce","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-f6b1daba69521b29997a50dd526aabd418a76b7c"
"Army","34","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-ea13dcdf08dd26400ea434ffafb0a8116a8afcbb","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-80e079748146857f5e03f26f683721d0a5e0fd8e","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-419f7aa352ab20c05861c21b82ed4fa4da84df1a"
"Army","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-90d0771514187ea02d54c5f296aa8aec26f9c924","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-b4303489bc48f4ebbba3cfa863bda826e7a019ba","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-86f95c42687285bfb3581f23ae6613cf8116874d"
"Army","27","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-e48a856e1a442ed82e3482c39320881bef43bb7f","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-45024e7296f556074d1eb6e919f44ec12dce7b11","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-d21f29e440f7e953a9809a4394f4795e7f6b1f75"
"Marine Corps","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-d3bafb3376e877d3cfb360e5a68b6c88d19f6231","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-8d3ae061fc51cfb878c98f4e8cebec4de2534c2b","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-041f8fc0280b8fef042a40e133f631f2a0be52ea"
"Marine Corps","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-afd67fa2da5daa969d8e3153e88a6cb75725035b-0-0077288769b63020e8be0d827cb35ff753a083e5","","","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-ffd3489ced8c26979514e255d16f80a1f869ceda","afd67fa2da5daa969d8e3153e88a6cb75725035b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","afd67fa2da5daa969d8e3153e88a6cb75725035b-0-92457a0fc400347665194698a81f13f91662af63"
