"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"TBD","","TBD","1","1923","1923","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-30a2f4a2ce4ad2fbe7ee6d42c78e9d6d4e215c92","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-dd2cb7e463a0e3cf9c2c2b7df7f272a3428ef5a4","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-4890e60d1d3712302d4d05f083265ef7873e4e08"
"TBD","","TBD","1","1923","1923","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-259b326c31add6026bdb0a45134d38735d3057a5","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-36ce9a5aace330274f5d0f0ac56622a112f15f99","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-1-96c163c603943b7051b1956a8dcef80077fcc62d"
"TBD","","TBD","1","1923","1923","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-2d0f84181b825e8d2d503b14e5cbb45665343e62","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-e91b6ad401595cb0afe6158fa29909f22521fb6c","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-2-3528bcb8187db8e1b80f475b219bf443f09ad819"
"Lockheed Martin Corporation","","Orlando","1","200","72","0","5","1","6","0","0","1","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0be141ddc121c32f513089cf90f372805ac633d3-0-a77ffa764fccbbae660eda14bfe19c2c922e98c4","0be141ddc121c32f513089cf90f372805ac633d3-0-703eaaf6dffbae97fd3b1a9129a3a69d46a1de29","0be141ddc121c32f513089cf90f372805ac633d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0be141ddc121c32f513089cf90f372805ac633d3-2-fc26ce47882853fbde6c3ec0dfd578f1ec486826"
"TBS","","TBS","1","200","72","0","5","1","6","0","0","1","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0be141ddc121c32f513089cf90f372805ac633d3-0-fb8bb8d6d1d4dc5d4c187a2704ea1c4d17166b10","0be141ddc121c32f513089cf90f372805ac633d3-0-634158683c7aeffcb6a6df612d3ef9c80d56d00d","0be141ddc121c32f513089cf90f372805ac633d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0be141ddc121c32f513089cf90f372805ac633d3-5-c1cf0dd4b98eb56f9411384c64366373996e216c"
"GA-ASI","","Poway, CA","24.00","48.00","36.00","0","0","0","0","14","12","23","35","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-9a41525a73d1119c136a5118adfe32032e3057fc","0c303713906fb08c29285b8efb9bfdc10f041a82-0-d1d164d486e74c0577713d5c009b38ab08992170","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-0-a2fe332ac4a54d6e7be63eb26347dd6608cfd2c1"
"GA-ASI","","Poway, CA","8.00","48.00","24.00","0","0","0","0","7","9","13","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-b49e6a31919b9702c4d552e916d57518ba70c825","0c303713906fb08c29285b8efb9bfdc10f041a82-0-742cf1a736236e2e39d9d379af8567299f64ed19","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-2-1080f38967312902f7904c45eee4192fe04ebd6e"
"GA-ASI","","Poway, CA","12.00","36.00","24.00","0","0","0","0","0","15","13","28","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-fb69723781bb5d4c191e0e218a0c9d215571d37d","0c303713906fb08c29285b8efb9bfdc10f041a82-0-f9324345517effa565c3b149e048b959be8886e2","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-3-82eea80432fae46ddc9277e83197047aab8bd0ca"
"GA-ASI","","Poway, CA","2.00","6.00","4.00","0","0","0","0","9","9","31","40","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-edac5b62c1cab0de935997118633e14df9359fc9","0c303713906fb08c29285b8efb9bfdc10f041a82-0-0a7faf0c535ce595afe99a2b4af16b34d9509f5f","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-4-3f9f2d0d83466d63d9f21c6e63ac679ff7c75e55"
"GA-ASI","","Poway, CA","24.00","48.00","48.00","0","0","0","0","0","15","16","31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-4f956ba69a4f151be40943f328fc281d4da4fd15","0c303713906fb08c29285b8efb9bfdc10f041a82-0-818a75dbd6923e721f8e206792fc348a1d5bdfb7","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-5-de59dc4a332e1cf76f76a685a9becfb16185e631"
"GA-ASI","","Poway, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-afa7f919e3c250b0c7a925b11b9eb27c8ad6e22a","0c303713906fb08c29285b8efb9bfdc10f041a82-0-4a7128a45aed74e37e88408ae7cfec2ffc42b651","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","0c303713906fb08c29285b8efb9bfdc10f041a82-6-aefa4b9d745070a30801aebdf9279ef9008ff9e9"
"ROMO Contract","","Chantilly, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-0-218a1e873bfa4b74739ad47263efeea973b7fe8f","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-22a721c8fe3a66ea42503016f29300b224f23ff3","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-6204fb7212c7e19474c4cb41dd645c3562d4b453"
"CHS","","APG, MD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-0-6483db79f13643dd52268512b9a32b49ad56d196","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-dd4cafb5676f85a12c446f8a0329bdf1899d5984","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-1-75a0fed35ebc0d787623d0366e69f9a46798f7f7"
"ROMO Contract","","Chantilly, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-0-b5641a2affbc3a3a68515f6888b6ffa4c6bf351c","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-e5d5066c1fc925994448b16710ec06c4d37c635a","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-2-f7c6f1c11e58763f853d37df72b5b298677a6464"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-1-1936232bf7c425d09ebc43a14919e3598a54842b","11760a31d4fd15ef84829c35a72f599b1f685f4e-1-191f3547a3db547358d3910eb499a48059e205a4","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-2-f7c6f1c11e58763f853d37df72b5b298677a6464"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-0-874b5717676443b3a4b5d85dc3ea9784cfeb17c9","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-a0e2b8f8025d242a4cfb99807f0a91cdf94810a6","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-3-2f6fe1e8e6f6fda89e66b92a1c3b5f6e670b3370"
"Leidos","","Alexandria, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-11760a31d4fd15ef84829c35a72f599b1f685f4e-0-67148b798469187eaafd71155fefe835072d9833","11760a31d4fd15ef84829c35a72f599b1f685f4e-0-e030032d3b043c9cbdeef399d312f55bc441df52","11760a31d4fd15ef84829c35a72f599b1f685f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","11760a31d4fd15ef84829c35a72f599b1f685f4e-4-e97724d51e2efd9a751e3786474931a470a7e72a"
"TBD","","TBD","4.00","8.00","6.00","0","4","12","16","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-12de57fd9a6eb7a80b56604cff8f942215f69508-0-700ae9708e7255107f4b7b3b48ed7c01a65e79fa","12de57fd9a6eb7a80b56604cff8f942215f69508-0-36b369f9d32b87e4efe6e8455a645aa79eaa83e1","12de57fd9a6eb7a80b56604cff8f942215f69508","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","12de57fd9a6eb7a80b56604cff8f942215f69508-0-e69d5818b24a34e0acece93f2bcd6665240fe4b5"
"Walker Miller Equip Co","","Orlando","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-173985485f7c6c76710355ff44e0680c1ea97cf0-0-de93fc088cf3ce391cfbd97d776401c7832444a4","173985485f7c6c76710355ff44e0680c1ea97cf0-0-889324a5a82364311a1079219a09792efa70f0d9","173985485f7c6c76710355ff44e0680c1ea97cf0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","173985485f7c6c76710355ff44e0680c1ea97cf0-0-606d6c67d5332cfb62a94f2ae4341bf7a0fadf2e"
"TBD","","TBD","4","20","8","0","18","6","24","0","6","6","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1778b846fe2398bcb89813ebc1b09ab7bbe2302b-0-30747e591eb408239e472d48444dc5232fdf113d","1778b846fe2398bcb89813ebc1b09ab7bbe2302b-0-175cd317ca0a3549e2dbef95c7a6aac11463815d","1778b846fe2398bcb89813ebc1b09ab7bbe2302b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","1778b846fe2398bcb89813ebc1b09ab7bbe2302b-0-dfb21031f4bcb5a2c044897519b243b1ba6ab169"
"Boeing Co.","","St. Louis, MO","24","72","48","0","10","23","33","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-e5d4eb0212535fe03126c535eae6a11999fd3238","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-0cd2bdae7ec59959c7df4fcf293a5ac8a04066b5","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-af6618236222149976cea148960e06faa3589098"
"General Electric, Co.","","Lynn, MA","48","144","120","0","10","13","23","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-8e93d80cbab976e9c170877ad3c94b48075a97a2","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-65e92a1ed9aa47f060f9823d20ece925fd4c4e52","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-3-5bbb48369afb2ac85fc648d3eae7e984060219ae"
"Rock Island Arsenal","","IL","1","3","2","0","9","7","16","0","2","7","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-195700bac65ab670b2bc5529a15bb5561b4fe78c-0-2ba2981da91806cb61fe23339f7f279038544a59","195700bac65ab670b2bc5529a15bb5561b4fe78c-0-8adabbc3e560efec9aebd1dc717e5758d73e704b","195700bac65ab670b2bc5529a15bb5561b4fe78c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","195700bac65ab670b2bc5529a15bb5561b4fe78c-0-520ed7fdc0aba0b72096757a7ad8c6d8417f17a7"
"Oshkosh Truck Corp.","","Oshkosh","20","2520","924","0","9","8","17","0","6","8","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-20bcbd597713d917f2b67189292f22d0fe1d0129","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-16d9f2915599c29ff2f7dcd5a83903d476f87369","19ae42ffdadf98fda4f6c7db5826edb465febfdf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-0db1ae448482fea1d2f47103ec7927fe6c6045e2"
"Oshkosh Corp (OSK)","","Oshkosh","315","2520","924","0","6","8","14","0","6","8","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-4b48b05e75f0420fe1ead63b8d17032c87e2368d","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-3829623d8e12e337417d9b2add2ed5cd7e24244d","19ae42ffdadf98fda4f6c7db5826edb465febfdf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","19ae42ffdadf98fda4f6c7db5826edb465febfdf-0-f8b25c1b42386c51082af3934d05229fa2792f9d"
"Raytheon Missile System","","Tucson, AZ","196","456","360","0","0","0","0","0","9","13","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-9baba3b58fe2a08d20ae2104467d2166abe6a8f3","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-d4010ae3855a95d51e31cc23ce0d61396f671f4c","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-2-fe3bd9ce0b05660f8dd6385c3461372c33e412a4"
"Raytheon Missile System","","Tucson, AZ","196","456","360","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-67948a8b49274e684b762ad49a9cdeca82e92fdd","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-9eaafef9d6cb038d384043bb34a6cd5118a7265d","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-3-f721c6597b82a86b2f9b753525d3985dbbdec396"
"Composite Engineering Inc","","Sacramento CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-20dd39857bc423994c22ffc6fee2cc724c64bc48-0-4a261172bd6ea45fd88158ff836ce6e64f017798","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-f3bdf4e638094006dff814f253bbbddcdbc3a00d","20dd39857bc423994c22ffc6fee2cc724c64bc48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-9994a27d07c80794b3824ca96304f597ace80852"
"Composite Engineering Inc.","","Sacramento CA","16.00","25.00","21.00","0","0","0","0","0","3","12","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-20dd39857bc423994c22ffc6fee2cc724c64bc48-1-27a1338bea7cbe23adc39a84e5e858de918a9600","20dd39857bc423994c22ffc6fee2cc724c64bc48-1-c50578d9f3e37cd1fb0a59a178fbf445d1a22802","20dd39857bc423994c22ffc6fee2cc724c64bc48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-9994a27d07c80794b3824ca96304f597ace80852"
"The Boeing Company","","St Louis MO","12.00","36.00","25.00","0","0","0","0","0","6","19","25","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-20dd39857bc423994c22ffc6fee2cc724c64bc48-0-4de762409b9c6c2067671cf4f468bc46571f1340","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-b00a1191e57cce25563dc912dbc9fcb881a68374","20dd39857bc423994c22ffc6fee2cc724c64bc48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","20dd39857bc423994c22ffc6fee2cc724c64bc48-0-b833b5c85df88d9a8dfef9f99a8a558cde081bbd"
"TBD","","TBD","6","60","12","0","18","8","26","0","21","8","29","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-34dd0e4162e41a25b311b57e1943516ca67e8312","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-f7eb8bd4e26e872d03ec7dfacb084f0a7ecd805d","21890a75ad7ddf3d0ff8e07fa3694eac5357446f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-c56cb5fbd8bdf959f10ab6d3559032611ac8b7e7"
"TBD - 2","","TBD","6","60","12","0","18","8","26","0","21","8","29","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-21890a75ad7ddf3d0ff8e07fa3694eac5357446f-1-5ebbc4a37d1a45fea85271a0187d10b4073f83f0","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-1-b91523b5425f78720d5903b70d5c9d0f800a35ce","21890a75ad7ddf3d0ff8e07fa3694eac5357446f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","21890a75ad7ddf3d0ff8e07fa3694eac5357446f-0-c56cb5fbd8bdf959f10ab6d3559032611ac8b7e7"
"Bell Boeing","","Amarillo, TX","16","44","25","19","3","24","27","0","2","24","26","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-22280713174a76e0cb7141642ef20990b40d4483-0-fa40d2c8ab6f6dba83e949c49af8362c7b0b420a","22280713174a76e0cb7141642ef20990b40d4483-0-ec2b73532b9b13104a7714e360d6d96d65537e94","22280713174a76e0cb7141642ef20990b40d4483","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","22280713174a76e0cb7141642ef20990b40d4483-0-52dfa24181a0030d1383a2933cad5086bc3d7a1f"
