"@projectCategoryName","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Number_val","Title_val","CostElementList_Construction_PriorYear_TotalCost_val","CostElementList_Construction_CurrentYear_TotalCost_val","CostElementList_Construction_BudgetYearOneBase_TotalCost_val","CostElementList_Construction_BudgetYearOne_TotalCost_val","CostElementList_Construction_BudgetYearOneOCO_TotalCost_val","CostElementList_Equipment_PriorYear_TotalCost_val","CostElementList_Equipment_CurrentYear_TotalCost_val","CostElementList_Equipment_BudgetYearOneBase_TotalCost_val","CostElementList_Equipment_BudgetYearOne_TotalCost_val","CostElementList_Equipment_BudgetYearOneOCO_TotalCost_val","CostElementList_EquipmentInstallation_PriorYear_TotalCost_val","CostElementList_EquipmentInstallation_CurrentYear_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneBase_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOne_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneOCO_TotalCost_val","CostElementList_ContractorSupport_PriorYear_TotalCost_val","CostElementList_ContractorSupport_CurrentYear_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneBase_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOne_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_Other_BudgetYearOneBase_TotalCost_val","CostElementList_Other_BudgetYearOne_TotalCost_val","CostElementList_Other_CurrentYear_TotalCost_val","CostElementList_Other_PriorYear_TotalCost_val","CostElementList_Other_BudgetYearOneOCO_TotalCost_val","CostElementList_OtherInHouseSupport_CurrentYear_TotalCost_val","CostElementList_OtherInHouseSupport_PriorYear_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneBase_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOne_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_CorpsOfEngineersSupport_PriorYear_TotalCost_val","CostElementList_CorpsOfEngineersSupport_CurrentYear_TotalCost_val","EndItemSupportedModel_val","MilestoneList_InitialProjectAward_val","MilestoneList_FinalProjectAward_val","MilestoneList_ConstructionComplete_val","MilestoneList_EquipmentInstallationComplete_val","MilestoneList_ProveOutBegins_val","MilestoneList_ProveOutComplete_val","MilestoneList_FinalDesignComplete_val","MilestoneList_ConceptDesignComplete_val","NarrativeExplanation_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Production Support","1.751","0.562","","","5XX5333","Production Support Equipment Replacement","1.525","0.515","","","","","","","","","0.143","","","","","0.083","0.047","","","","","","","","","","","","","","","","105mm Artillery, 120mm Tank","2013-02","2013-02","2014-11","","","","","","FY 2013 Base procurement dollars in the amount of $0.562 million support this effort to rehabilitate a propellant transfer ramp from building 2-15 (propellant magazine) to building 2-12 (production building) to assure that propellant can be transferred in a safe and efficient manner.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-8-6bd3dc2db05dc132d52c6922901de9fdaceb49e1","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-1-a0351e94fdd40a9dad82af3f4ed6b29484848229"
"Production Support","","","4.579","4.579","5143692","Central Fire Alarm/Reporting System","","","","","","","","3.22","3.22","","","","1.193","1.193","","","","0.064","0.064","","0.102","0.102","","","","","","","","","","","Artillery, Detonators, Modular Artillery Charge Sys (MACS), Mortars","2014-01","2014-01","","2016-02","2016-03","2016-03","2014-01","","FY 2014 Base procurement dollars in the amount of $4.579 million support this effort to procure and install necessary equipment for alerting personnel of a fire event or faulty conditions in 44 buildings across Iowa Army Ammunition Plant (AAP).  This fire suppression system will protect both property and personnel and operate in a variety of environments.  It will allow Iowa AAP to be compliant with applicable fire alarm and reporting system regulations.  This is a new start for FY 2014.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-9-abc0733bf51fbd55f3cf587d8fc6383b5a1ac3e4","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-1-a0351e94fdd40a9dad82af3f4ed6b29484848229"
"Production Support","1.163","","","","5123188","Load, Assemble, and Pack (LAP) Modernization","","","","","","0.95","","","","","0.203","","","","","0.01","","","","","","","","","","","","","","","","","High Explosive (HE) Artillery, Mortars","2012-11","2012-11","2013-10","2014-07","2014-08","2014-08","","","Procurement dollars in the amount of $1.163 million support the modernization of load, assemble, and pack (LAP) facilities at Iowa Army Ammunition Plant (AAP).  This effort supports the purchase and installation of six pad printers to support production of 105mm and 155mm High Explosive (HE) artillery projectiles.  The printers will improve production throughput and achieve costs savings from reduction in manpower.  Upgrades are required to improve efficiency and production quality.  The Iowa AAP melt pour line is now the sole organic LAP producer of M107 and M795.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-10-e16b3d3b12054fdd4982c588078190a156e3c33b","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-1-a0351e94fdd40a9dad82af3f4ed6b29484848229"
"Production Support","1.582","","","","5123675","Structural Analysis and Rehabilitation of Mathes Lake Dam","1.507","","","","","","","","","","","","","","","0.075","","","","","","","","","","","","","","","","","105mm/155mm Artillery,120mm Tank, Modular Artillery Charge System (MACS)","2012-07","2012-07","","","","","","","Procurement dollars in the amount of $1.582 million supports improvements to the Mathes Lake dam embankments and surrounding infrastructure at the Iowa Army Ammunition Plant.  The dam embankment provides railway support for production operations within the plant.  The improved infrastructure will also enable rapid response for first responders to Line 3A production areas and Yard K storages areas.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-11-d2a19612dc432d7d5e4e0039638a620365ffc9e1","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-1-a0351e94fdd40a9dad82af3f4ed6b29484848229"
"Production Support","","7","8.551","8.551","51X3356","Small Caliber Modernization, Production Line Upgrades","","","","","","","4.304","6.699","6.699","","","2.33","1.482","1.482","","","0.233","0.088","0.088","","0.282","0.282","","","","0.133","","","","","","",".50 Cal (all types except SLAP-T), 5.56mm, 7.62mm (all types)","2014-01","2014-01","","2015-12","2015-12","2015-12","2014-01","","FY 2014 Base procurement dollars in the amount of $8.551 million support modernization improvements in small caliber ammunition manufacturing at Lake City Army Ammunition Plant.  Efforts include upgrades to 5.56mm tracer bullet manufacturing and cartridge loading, replacement of small caliber link stamping presses and heat treating furnaces, construction of a covered ballistic test range, and automation of the small caliber primer manufacturing operation.  These upgrades are required due to the age of the equipment and extensive production requirements in recent years.  This effort will improve product quality, equipment reliability, availability and maintainability, and address personnel safety.  Automation of the primer manufacturing operation will reduce operator exposure to explosive materials.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-0-37a22c66996340f8928ac46b928272d2580caa4f","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","","3.02","3.02","5143638","Conductive Floor Replacement and Asbestos Removal, Building 35","","","2.34","2.34","","","","","","","","","","","","","","0.144","0.144","","0.536","0.536","","","","","","","","","","",".50 Cal, 5.56mm, 7.62mm, 20mm","2014-02","2014-02","2016-04","","","","2014-02","","FY 2014 Base procurement dollars in the amount of $3.020 million support this effort to replace the deteriorating conductive flooring in building 35 at Lake City Army Ammunition Plant (AAP).  The conductive flooring has degraded, contains asbestos, and is a health and safety concern.  This project improves the health, safety, and well-being of the employees, and will enhance the quality of work environment at Lake City AAP.  This is a new start for FY 2014.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-1-3d26cc13eba3d017aaa93844951991e2602c0a68","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","","4.145","4.145","5143645","Hard Road Surface Recapitalization","","","3.327","3.327","","","","","","","","","","","","","","0.198","0.198","","0.62","0.62","","","","","","","","","","",".50 Cal, 5.56mm, 7.62mm, 20mm","2014-01","2014-01","2015-04","","","","2014-01","","FY 2014 Base procurement dollars in the amount of $4.145 million support effort to resurface existing roads at Lake City Army Ammunition Plant (AAP).  This project will provide adequate roadways to production lines, storage yards and support facilities for safe travel by employees utilizing government, private and explosively laden vehicles.  This effort will also improve road conditions and reduce maintenance costs to roads and vehicles, and enhance working conditions and safety.  This effort will improve the quality of work environment at Lake City AAP.  This is a new start for FY 2014.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-cd5821116dcd77a3bf57a4db46a1d649af7afe61","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","1.877","","","5133606","Interior Buss Replacement","","","","","","","1.324","","","","","0.503","","","","","0.05","","","","","","","","","","","","","","","",".50 Cal, 5.56mm, 7.62mm","2013-06","2013-06","","2016-06","","","","","FY 2013 Base procurement dollars in the amount of $1.877 million support the replacement of the interior electrical buss and busways that provide power distribution to the main process operations at Lake City Army Ammunition Plant.  The existing busways are failing and antiquated.  The busways provide power to manufacturing process equipment and are critical to the operations of the plant power to manufacturing process equipment.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-3-7fe68057f538ddeef9beec8ec79c69b890877ead","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","1.25","","","","5123608","Building 5 Telephone Switch Replacement","","","","","","0.837","","","","","0.386","","","","","0.027","","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2011-12","2011-12","","2012-09","2012-09","2012-09","","","Procurement dollars in the amount of $1.250 million support the replacement of building 5 telephone phone system at Lake City Army Ammunition Plant.  The existing system is inadequate, has exceeded its life expectancy and suffers from parts obsolescence maintenance issues.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-4-31982a2ac1fbedef4eaa18c6250675bc590388e3","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","7.2","","","","5123617","Construct New Emergency Services Center (ESC)","6.729","","","","","","","","","","","","","","","0.471","","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small and Med Cal. Links","2011-11","2012-12","2014-02","","","","2013-06","","Procurement dollars in the amount of $7.200 million support construction of a new Emergency Service Center (ESC) at Lake City Army Ammunition Plant.  This project will improve emergency response times, personnel safety and improve critical work environment conditions for emergency staff members at the installation.  The new ESC will have the footprint to house all emergency response equipment.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-5-5365f0037f2f05c0ac84cdb4dc5508904bbbed83","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","18.834","","","5133649","Electrical Substation & Distribution, Buildings 1 & 3","","","","","","","13.559","","","","","4.795","","","","","0.48","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2013-06","2013-12","","2014-06","2014-07","2014-08","","","FY 2013 Base procurement dollars in the amount of $18.834 million supports installation of an electrical substation and electrical distribution system for buildings 1 and 3 at Lake City Army Ammunition Plant (AAP).  These efforts support increased electrical requirements for heating, ventilation and air conditioning to improve overall work environment at Lake City AAP.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-6-a46647184b08dc88bc1c352e6721dc00189fce55","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","1.28","","","5133650","Air Balance Deficiencies, Buildings 1 & 3","","","","","","","","","","","","","","","","","","","","","","","1.28","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2013-06","2013-06","","","","","","","FY 2013 Base procurement dollars in the amount of $1.280 million supports air balance deficiency assessments within Buildings 1 and 3 at Lake City Army Ammunition Plant (AAP).  This effort will improve the quality of work environment at Lake City AAP.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-7-5dff8d754db00d8bbeb3f349be9a2a0db0a15acb","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","28.727","","","5133651","Install Heating, Ventilation, and Air Conditioning (HVAC) System, Building 1","","0.55","","","","","23.067","","","","","4.596","","","","","0.514","","","","","","","","","","","","","","","","5.56mm, 7.62mm","2013-06","2013-12","2015-09","2015-09","2015-11","2015-11","","","FY 2013 Base procurement dollars in the amount of $28.727 million support modernization and installation of a new heating, ventilation and air conditioning system in Building 1 at Lake City Army Ammunition Plant (AAP).  This project will improve the quality of work environment at Lake City AAP.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-8-64b2d7e608d05e9f013fcdb2978f210a8eb485b6","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","36.293","","","5133652","Install Heating, Ventilation, and Air Conditioning (HVAC) System, Building 3","","0.642","","","","","30.156","","","","","4.937","","","","","0.558","","","","","","","","","","","","","","","",".50 Cal, 20mm, 7.62mm","2013-06","2013-12","2015-09","2015-09","2015-11","2015-11","","","FY 2013 Base procurement dollars in the amount of $36.293 million support modernization and installation of a new heating, ventilation and air conditioning system in Building 3 at Lake City Army Ammunition Plant (AAP).  This project will improve the quality of work environment at Lake City AAP.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-9-821f292e4024aeadbce30dee44d28091816db60d","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","0.508","","","5133937","Electrical Pole Replacement","","0.334","","","","","0.093","","","","","0.061","","","","","0.02","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2013-06","2013-06","2014-03","2014-03","","","","","FY 2013 Base procurement dollars in the amount of $0.508 million support replacement of electrical power poles with new electrical pole support systems at Lake City Army Ammunition Plant.  Current electrical poles are aging and collapsing, resulting in production downtime.  In addition, downed electrical lines are an inherent danger to personnel and property.  Replacement is necessary to eliminate disruptions in electrical power.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-10-b004857a99802a78f9bbf2b0fe3d1cd75ef88d99","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","0.804","","","5XX5332","Production Support Equipment Replacement","","0.356","","","","","0.187","","","","","0.232","","","","","0.029","","","","","","","","","","","","","","","",".50 Cal, 20mm, 5.56mm, 7.62mm","2013-05","2013-05","2013-12","2014-07","","","","","FY 2013 Base procurement dollars in the amount of $0.804 million support this effort to upgrade and replace outdated and obsolete electrical switchgear, which will provide for a reliable/safer electrical distribution system and eliminate production interruptions.  It will also replace and provide upgrades to the structural and roofing systems in buildings 14A and 161.  The current roofs have deteriorated and experience leaks, which puts vital small caliber ammunition and primer production capability at risk.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-11-8d873e1c8e24295871e25be365af9993e6b738de","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-2-b57f6869a53d69a09448c2f6be8b4b1a26e801f1"
"Production Support","","1.323","","","5133504","Upgrade Facility Telephone System","","1.24","","","","","","","","","","","","","","","0.062","","","","","","0.021","","","","","","","","","","C-4, 40mm, HE Mortar LAP, MICLIC LAP","2013-03","2013-03","2014-04","","","","","","FY 2013 Base procurement dollars in the amount of $1.323 million support the upgrade of the existing telephone distribution system at Milan Army Ammunition Plant, which has exceeded its economic and service life.  The upgrade will provide reliable voice and data communications within and external to the installation.  The current system has experienced system failures and parts obsolescence, disrupting communications and creating safety risks across the plant.","db03939b42bd4866e2ea87cc7d70302ff577f5e6-0-abbf440d9baa5e8e67a64ed579d93491414abd5d","db03939b42bd4866e2ea87cc7d70302ff577f5e6","root.record.FacilityList.ProductionSupportFacility","db03939b42bd4866e2ea87cc7d70302ff577f5e6-3-6eb7fdc09cda2859f74f556a6d3907c70e7d61f2"
