"Name_val","Name_@footnote","CategoryList_Category","TotalCost_TotalCost_AllPriorYears_val","TotalCost_TotalCost_PriorYear_val","TotalCost_TotalCost_CurrentYear_val","TotalCost_TotalCost_BudgetYearOneBase_val","TotalCost_TotalCost_BudgetYearOneBase_@footnote","TotalCost_TotalCost_BudgetYearOneOCO_val","TotalCost_TotalCost_BudgetYearOne_val","TotalCost_TotalCost_BudgetYearTwo_val","TotalCost_TotalCost_BudgetYearThree_val","TotalCost_TotalCost_BudgetYearFour_val","TotalCost_TotalCost_BudgetYearFive_val","TotalCost_TotalCost_ToComplete_val","TotalCost_TotalCost_Total_val","TotalCost_TotalCost_Continuing_val","ModificationItemsIndicator_val","Remarks_val","OverallHistoryPlanningRemarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Commercial Heavy Armored Vehicles","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-1-63726d14a59153f55189e0fb9f5b36c78f34bba1","0.828","0.297","0.218","0.254","","","0.254","0.253","0.253","0.258","0.263","","","true","","","","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-1-901b7f9adc450ae11f6d516a0627c54840a46280","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92","root","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-c57f0e30587dfb906de1afa08c0c94a8905319d2"
"SUBMARINE LIFE SUPPORT SYSTEM","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-0-9ea039254fb4ceb548ec4960348bafca811cb097","6.303","0.084","0.257","0.329","","","0.329","","","","","","","","","","","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-0-f30cc8a6105227e326538e89386fe6f30468b6eb","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8","root","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-a8b17f172905250d161b0b032f5b243de2d4e629"
"Small Arms Ammunition","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-17b24919638874d509d4dadfb2873b3873e43863-0-c4e1bebfa8fa5d4687fe54b1c79e201e836800e1","302.819","41.083","24.575","27.958","","1.205","29.163","","","","","","","","","","","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345","17b24919638874d509d4dadfb2873b3873e43863","root","17b24919638874d509d4dadfb2873b3873e43863-9cf125937f074272cccece27a416d3663eaf48d3"
"Undersea Warfare Support Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1a45617c2910cee50ad09558a6def0c067bde0ac-0-12c0899b369f93eecbca5c7e9a94415ee856f616","93.242","4.364","6.995","6.848","","","6.848","","","","","","","","","","","1a45617c2910cee50ad09558a6def0c067bde0ac-0-d17d586b63c0c0da57a8f14973bc235d38086f0a","1a45617c2910cee50ad09558a6def0c067bde0ac","root","1a45617c2910cee50ad09558a6def0c067bde0ac-2f2d8ddbd643545af08279ed8daa1d2662049044"
"Items less than $5 million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1bb8c4ce19c6b443252202f7afe952c311e4bcb7-0-d564c73e63dbdd2b035efc88044a02fb3334abcf","35.605","11.549","11.219","8.569","","","8.569","","","","","","","","","","","1bb8c4ce19c6b443252202f7afe952c311e4bcb7-0-9b9271d7d6ba97398f5d3929c76c28be6b916281","1bb8c4ce19c6b443252202f7afe952c311e4bcb7","root","1bb8c4ce19c6b443252202f7afe952c311e4bcb7-19a20022153b59a4893ae7451aa01be5b87b1ae4"
"Unmanned Aircraft System","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-a1057b4726f52837b5c492326170ceaf5bee6904","5.311","6.397","15.587","","","","","","","","","","27.295","","","NOTE:  Ancillary Equipment payload cost and quantities vary based upon mission profiles and operational requirements.","","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-9027525e820486b245e84ccd539bca225f36f160","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2","root","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-fa7800323eb52162da3533ec7a0f846ba1105ddc"
"C-135","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1d689f0f36258fe897c6ef0040b400c62cdda1ee-0-70204679f3bec9285199685c59d48550fd3880df","1249.69","2.223","1.777","2.088","","0","2.088","6.025","5.22","2.02","2.02","0.075","1271.138","","true","","","1d689f0f36258fe897c6ef0040b400c62cdda1ee-0-53a4156401ac08e600449bc32c0f5750813b8cea","1d689f0f36258fe897c6ef0040b400c62cdda1ee","root","1d689f0f36258fe897c6ef0040b400c62cdda1ee-851fe8bff0e0581a810e08bdae8e87dfc60e09c8"
"RQ-4 MODS","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1d9f1a4d303cc8a3fd75971300776822fbe16431-0-4fd0f40f2f215e621830669b91348d7fab69329c","394.023","21.354","44.19","10.176","","0","10.176","20.209","56.382","38.795","155.662","684.201","1424.992","","true","","","1d9f1a4d303cc8a3fd75971300776822fbe16431-0-9af9e2768d36db2dec7564a0f3869175d0a4a822","1d9f1a4d303cc8a3fd75971300776822fbe16431","root","1d9f1a4d303cc8a3fd75971300776822fbe16431-ef3aa770ecdd93b717b9e8f08ae85fd125c53b84"
"LCAC","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1e2dfa08a53c9de90ee7097fc25b32715114a262-0-dfa0dfba84f695fddb95f23cb5c772b1cdff7559","92.924","7.38","15.125","3.09","","","3.09","","","","","","","","","","","1e2dfa08a53c9de90ee7097fc25b32715114a262-0-08db718069df275a0fccb5fe11e0626dae4f8fef","1e2dfa08a53c9de90ee7097fc25b32715114a262","root","1e2dfa08a53c9de90ee7097fc25b32715114a262-7de89c718ac1caadd343823c01694f0887f8eae0"
"Other Training Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1e637b22db16df80b558bbaf4b53b6bd23fd2a18-0-8602bd5094e9a86a29be57f19adbd7d74d1049ce","73.428","13.436","13.498","","","","","","","","","","","","","","","1e637b22db16df80b558bbaf4b53b6bd23fd2a18-0-0909764998d5bf6489d2006d681df7ecfe0bc41c","1e637b22db16df80b558bbaf4b53b6bd23fd2a18","root","1e637b22db16df80b558bbaf4b53b6bd23fd2a18-3545da2375347b44bc1aa90a8191e92f6388e84e"
"LPD Class Support Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1e95f35c7a123839d22e117f1ae8851bef8756c6-0-3b21ef21a6a126787f62f58a11047563b92b00cb","6.4","3.5","5.299","","","","","","","","","","","","","","","1e95f35c7a123839d22e117f1ae8851bef8756c6-0-c95683bf5e0066831a992c8cfc12c63f449a14d9","1e95f35c7a123839d22e117f1ae8851bef8756c6","root","1e95f35c7a123839d22e117f1ae8851bef8756c6-9c7dde30b05db7297aa6a1cf4b2fa84969be139e"
"Ballistic Missile Items Less Than $5 Million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-0-e7deeaa1684db6e1b61fe7d2005d4f1452f19638","","13.231","7.739","2.108","","","2.108","","","","","","","","","Support Equipment Less Than $5M procures low cost new, modified or replacement support equipment.","","1ec576028c95b45ab642ee444f1e043113ce74c2-0-ff4bfe6107513cc9170aa58bb0a4077a8778f174","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"MM Power Panels (PPM)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-1-de335d0e4aa4dc58d18932fce7c1ed20c15e5bc7","","9.408","7.4","12.123","","","12.123","","","","","","","","","The Power Panel Replacement Program modernizes the antiquated power distribution system to improve reliability and sustainability at each of the three wings: Malmstrom, Minot, and FE Warren. Installation of the power panels requires extensive demolition of existing components, relocation of all electrical equipment and installation of the new equipment.","","1ec576028c95b45ab642ee444f1e043113ce74c2-1-fc1447099574db7db032b520238648d13d797898","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"Payload Transporter Replacement (PTR)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-2-00743130bba56fcd17d6b7ab216b4ba4d74a4236","","0","4","24.304","","","24.304","","","","","","","","","Provides nuclear certified tractor and trailer to emplace, extract, and transport the reentry system, Propulsion System Rocket Engine, and guidance systems. Replaces current payload transporter to meet USSTRATCOM security requirements and addresses supportability issues. This support equipment is required to sustain Minuteman III operations through fielding of the Ground Based Strategic Deterrent (GBSD). PTR initial costs in FY 16-17 include special tools for manufacturing, procurement of long lead items, and lifetime buys of selected components.","","1ec576028c95b45ab642ee444f1e043113ce74c2-2-4712b77abf1aef9ee84ef9fd6b9dfa8994ec2945","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"Reentry Field Support Equipment (RFSE)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-3-2a18e3245695e717be040c03836766ae34089b98","","51.306","45.116","0.663","","","0.663","","","","","","","","","The Reentry System Field Support Equipment (RFSE) program replaces the Reentry System Test Set (RSTS) and Safety Enhanced Reentry Vehicle (SERV) Field Test Set (SFTS).  The RSTS was initially procured in the 1960's and is unsupportable and unreliable.  The RSTS Mean Time Between Failures (MTBF) has degraded from 3000 hours to 24 hours.RFSE will be used to test and functionally check out the MK12A and MK21 Reentry Systems (RSs) and the MK12A Reentry Vehicle's Forward Sections.  The RFSE is required to sustain Minuteman III operations through fielding of Ground Based Strategic Deterrent (GBSD).RFSE consists of Reentry System Test Consoles (RSTCs), Forward Section Test Sets (FSTSs), and supporting equipment (RSTC Alignment Console & FSTS calibration boxes).  The RSTC checks-out all possible SERV RS configurations.  The FSTS checks-out MK12A Forward Sections.  MK21 Forward Sections will continue to be checked by the current SERV Arming and Fuzing Assembly Test Set (AFATS).  RFSE allows simultaneous processing efforts to take place, thereby reducing overall processing time in the Weapon Storage Area.","","1ec576028c95b45ab642ee444f1e043113ce74c2-3-4fbab54231a67ee269eff18d5ce05747c74bdc0d","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"RS/RV SE Rep Pgm (RSERP)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-4-f4d50c98df4c8e5982a7dfe5d2086bfbb2137173","","0","6.318","0","","","0","","","","","","","","","Reentry Support Equipment Replacement Program (RSERP) replaces the 30 year old suite of test equipment necessary to checkout, screen, repair and refurbish M12A/Mk21 Arming Fuzing Assemblies.FY16 funding will be used to purchase nine Versatile Depot Automatic Test Stations (VDATS) to be provided as Government Furnished Equipment for development and then delivered in procurement as the core equipment suite forming the backbone of RSERP units.","","1ec576028c95b45ab642ee444f1e043113ce74c2-4-d1abfe97b9e190f4104fd1111a9d2155b1ca0a7a","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"Transporter Erector Replacement Program (TERP)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1ec576028c95b45ab642ee444f1e043113ce74c2-5-44b131071583cb556fc1a65845114984377e57d2","","6.06","23.142","31.049","","","31.049","","","","","","","","","The Transporter Erector Replacement Program (TERP) replaces the current transporter erector used to emplace, extract and transport MM III boosters to and from launch facilities.  TERP will update existing drawings, specifications and technical orders to eliminate parts obsolescence and address the intended usage through fielding of Ground Based Strategic Deterrent (GBSD). The development contract, awarded 22 May 2013, included five pre-priced annual production options. Options 1 and 2 will be exercised in FY17 after successful completion of first article qualification. Option 3 will be awarded in FY18 for a total procurement of 19 units over FY17-18.","","1ec576028c95b45ab642ee444f1e043113ce74c2-5-85992ccaf3fee706b2609df13e05f91b54b25dd6","1ec576028c95b45ab642ee444f1e043113ce74c2","root","1ec576028c95b45ab642ee444f1e043113ce74c2-0ffe90edda03ab43a1443e206f533fb420636874"
"HC/MC-130 Modifications","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1f74a43f0d0b6e827da7cc03b4983ca0f6cba4bf-0-154c8e9f0d5008c41b50b88747619ec3a275ccca","70.197","30.702","18.158","5.699","","4.25","9.949","8.472","35.734","4.173","4.249","402","583.634","","true","","","1f74a43f0d0b6e827da7cc03b4983ca0f6cba4bf-0-5c055e9789c81e0349f9d9f649d20831c4c5d264","1f74a43f0d0b6e827da7cc03b4983ca0f6cba4bf","root","1f74a43f0d0b6e827da7cc03b4983ca0f6cba4bf-ab2248582a7a223bc07fc1180155913225c7dfbd"
"Passenger Carrying Vehicles","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-201c7897c5d7f6f8b0b70fe7371072437d3b5cf8-0-792a9d1df490509cd3fc3dc083dcf834e2179aea","","6.528","8.834","14.437","","2.003","16.44","","","","","","","","","Based on AF Mission changes and/or AF Mission priorities, NSNs and/or quantities may change during year of execution.UNIT COSTS FOR FY17 ARE SUBJECT TO CHANGE.PROGRAM MANAGEMENT ADMINISTRATION (PMA) Justification: PMA supports the operation of the program office in its management and oversight role via travel, procurement of supplies and Advisory and Administrative Services (A&AS).","","201c7897c5d7f6f8b0b70fe7371072437d3b5cf8-0-f59a5a4a4d80a131df4d5ead158dab0db8c012e4","201c7897c5d7f6f8b0b70fe7371072437d3b5cf8","root","201c7897c5d7f6f8b0b70fe7371072437d3b5cf8-9b8409dd9bce68ac0875c44a37d6fe293301e0d7"
"Mobility Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-20f6a69677a8d5f35e5f512932b6c38a2c303531-0-b8ec6fbc8837679a9a95838e64a22fa58c1adb61","59.312","64.934","62.25","8.146","","0","8.146","","","","","","","","","Unit Costs for FY17 are assumed and subject to change.","","20f6a69677a8d5f35e5f512932b6c38a2c303531-0-12e55953fc179ed47db375071dd36f0be8f93ed5","20f6a69677a8d5f35e5f512932b6c38a2c303531","root","20f6a69677a8d5f35e5f512932b6c38a2c303531-ed586a6450ebc6416965c37ceb119a03e0551e4c"
"BCSMU","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-21b4f88672a4050b1ffd05cee1644230dbe80de8-0-a788c60b6d6d19ca8c7ea84d2960f81a324c6641","0","1.202","1.582","3.279","","0","3.279","0.5","0","0","0","0","6.563","","true","","","21b4f88672a4050b1ffd05cee1644230dbe80de8-0-7c82fb5c969bcf188255061a2ea365a0174107f6","21b4f88672a4050b1ffd05cee1644230dbe80de8","root","21b4f88672a4050b1ffd05cee1644230dbe80de8-d117293f2cf0ea17cf9ae695c22d23a8de50eaa4"
"NCR IADS","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-21b4f88672a4050b1ffd05cee1644230dbe80de8-1-0ea6d73645cf9fdca07e6af788a38d9e7f248b94","14.409","1.502","0.1","2.398","","","2.398","","","","","","","","","Battle Control System program has no Air National Guard (ANG) and the Air force Reserve (AFR) Component Splits.","","21b4f88672a4050b1ffd05cee1644230dbe80de8-1-9c9f7775d637390216c7104d91067445f4ac6732","21b4f88672a4050b1ffd05cee1644230dbe80de8","root","21b4f88672a4050b1ffd05cee1644230dbe80de8-d117293f2cf0ea17cf9ae695c22d23a8de50eaa4"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-22c42c58955bfa55effc47940f7601be9d54871f-0-6caef319aca3786875eaaa0a790b66bf293df0b0","242.583","36.93","33.778","34.487","","","34.487","","","","","","","","","","","22c42c58955bfa55effc47940f7601be9d54871f-0-80ab4fe4d3814e6d51997c3a20fe1e78c42b8758","22c42c58955bfa55effc47940f7601be9d54871f","root","22c42c58955bfa55effc47940f7601be9d54871f-492089b6679ad289ccd0676a6f3ac6414bb1e857"
"C-5M","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-230542bd9da9a930c944f91de0a720a98bcfc5e4-0-dc6e5f48131046826fc35d4c61cb2b7cd2c306a6","3477.875","317.466","0","0","","0","0","0","0","0","0","0","3795.341","","true","","","230542bd9da9a930c944f91de0a720a98bcfc5e4-0-26edbf1ae677d2e30326a39159ce451973754a20","230542bd9da9a930c944f91de0a720a98bcfc5e4","root","230542bd9da9a930c944f91de0a720a98bcfc5e4-7e704c0515168d17a4d8041f336a59b37759e42e"
"LCS SUW Mission Packages","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-a6c64d21997e186988875f056d4f5cf6eaad6799","49.782","14.75","35.228","22.466","","","22.466","","","","","","","","","","","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-0-53f7ae3549792497de3bf1e83b7979fb87380cbc","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd","root","236bf61781ba995af2f78f66d0fc1c7e43e7a0bd-cc3058649d5301405f44b890f4c63a1cbe9e42e8"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-23f72bccc107e41caf09a782d0cc15fe810cf175-0-c62f19c5a8b9ee9794d7a9df71d686dddb6642da","1624.012","1.028","","","","","","","","","","","","","","","","23f72bccc107e41caf09a782d0cc15fe810cf175-0-5133c995190e5d46228102383cbd1c6d91601e80","23f72bccc107e41caf09a782d0cc15fe810cf175","root","23f72bccc107e41caf09a782d0cc15fe810cf175-1d32d36a04896610b6eb2d002a4d2ebbed362b24"
"MASSIVE ORDNANCE PENETRATOR (MOP)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-24bc157ff258a376001c70a514bda342f3ce938e-0-adfab0222d16607c572728bd8fe0343630dc9f75","0","0","39.69","3.6","In FY 2016, Project 353190 Massive Ordnance Penetrator (MOP) efforts were transferred from Project 353020 General Purpose Bombs to properly align budget activity for PE0208030F.","","3.6","","","","","","","","","","","24bc157ff258a376001c70a514bda342f3ce938e-0-6f7469a2264f3dfb4ce97906678911837956a9b9","24bc157ff258a376001c70a514bda342f3ce938e","root","24bc157ff258a376001c70a514bda342f3ce938e-96727f73f2fc7a0bb6d59a4e309e6b7581c11174"
"Modification Kits","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2638fac2058836624e00dc9ec8e2d367c60df41c-0-13d83386dea71aeeeb6ef82559e0d29b7d438817","616.074","18.034","11.528","12.577","","","12.577","","","","","","","","","","","2638fac2058836624e00dc9ec8e2d367c60df41c-0-ae14cd83ac9d327676aaf23e0b6ca48f93e5695a","2638fac2058836624e00dc9ec8e2d367c60df41c","root","2638fac2058836624e00dc9ec8e2d367c60df41c-b3daece6eb5db3d71edbfadda5d33304af12e15d"
"Wpns & Cmbt Vehs under $5 million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2695cfc9db14fb5d1dc63cb5f12d04a805434fe2-0-0406e1f7f1dc82ecf53b7ff2ce5c53c13dc4d6fb","85.702","6.248","7.924","8.181","","0.572","8.753","","","","","","","","","","","2695cfc9db14fb5d1dc63cb5f12d04a805434fe2-0-cc46b2cb10a749628bb7ab52a98ef39b55ac40e9","2695cfc9db14fb5d1dc63cb5f12d04a805434fe2","root","2695cfc9db14fb5d1dc63cb5f12d04a805434fe2-1db0ec8ae18fba2420126a2ec9e574069b89d295"
"AGM-65D Maverick","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2a2db55557e74243908db8e78732c571e2478c4b-0-eee175aa15eb34a69fab47f46a518b41b9ef3aa1","0.276","0.276","0","0","","0","0","0","0","0","0","0","0.552","","true","","","2a2db55557e74243908db8e78732c571e2478c4b-0-e73e68a6dca38698b084a0943257d37fa7041a40","2a2db55557e74243908db8e78732c571e2478c4b","root","2a2db55557e74243908db8e78732c571e2478c4b-70f2d089cf97b2c71317d1c0769efee4dd69ec1a"
"Coast Guard Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2acf82628c03d87d8c9b31b9551751c73c9fa79c-0-89938075b296ec7c49b236edd56899da90ec648c","99.49","2.967","2.529","32.291","","","32.291","","","","","","","","","","","2acf82628c03d87d8c9b31b9551751c73c9fa79c-0-d766fb69a0ea8e0599aa5afcf702a2e94cf6fb68","2acf82628c03d87d8c9b31b9551751c73c9fa79c","root","2acf82628c03d87d8c9b31b9551751c73c9fa79c-343b0e644debcdeb8a40351925c743ccdae3d9e4"
"Repair and Test Equipment","Totals in this Exhibit P-40 set may not be exact or add due to rounding.","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2ae63221eb06a6ed984207953a91a017ffc88853-0-91718668530052aadad59a44c1a4e9dfe676c005","192.536","28.041","14.892","16.469","","","16.469","","","","","","","","","","","2ae63221eb06a6ed984207953a91a017ffc88853-0-f8b59ecc454978808357f1867ccc0fdb250c62c9","2ae63221eb06a6ed984207953a91a017ffc88853","root","2ae63221eb06a6ed984207953a91a017ffc88853-51d03621c1f48972b4d753611ee2edc4bd7ed187"
"Command Post Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-27df8a7c474e6c756450afd44f42f68e9c9b56be","653.276","34.061","27.955","90.924","","","90.924","","","","","","","","","","","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-0-b75794abc65c299622a98ebb4e757322be9029bf","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d","root","2aebe2954e0a1e87cd459994b9b2ae0d67d7d02d-76a5ecedec9d6b129f41a25f223f2ba637227c24"
"Network Tactical Common Data Link (CDL)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2be743b5724176127d4f52d81c1071cbf5924f8b-0-de423a946b2142de81d5c08d982edad12debb516","0","","0.29","","","","","","","","","","","","","","","2be743b5724176127d4f52d81c1071cbf5924f8b-0-9a9f738afe0734abeb187fda6e00fd4b3dda6470","2be743b5724176127d4f52d81c1071cbf5924f8b","root","2be743b5724176127d4f52d81c1071cbf5924f8b-1c932cfdf73b3eb5049b8bb17e306a488eac9e1f"
"Other Items <$5M","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2cd0aa3cde1b2ada4ef697ddafd204f11300a9cc-0-5770e4d199065dcd05c137b24c27e7d98d4c8627","71.885","103.833","79.149","66.436","","11.58","78.016","56.623","70.531","67.097","88.709","","","true","","","","2cd0aa3cde1b2ada4ef697ddafd204f11300a9cc-0-d6fe9820fca53892091ddeda57a7913d86a0b866","2cd0aa3cde1b2ada4ef697ddafd204f11300a9cc","root","2cd0aa3cde1b2ada4ef697ddafd204f11300a9cc-e58f018eff6ca366a71e321446552409eb34ad59"
"Fire Fighting Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-2dff83946187af2d3655e2560cae3e1e318ffe90-0-f26c0e90ad0bb07c3c935f0e6399d91a1289e451","0","15.321","14.705","13.569","","0.63","14.199","","","","","","","","","","","2dff83946187af2d3655e2560cae3e1e318ffe90-0-990c0feaaaffa02db11f1ed104b6c17faeb601f1","2dff83946187af2d3655e2560cae3e1e318ffe90","root","2dff83946187af2d3655e2560cae3e1e318ffe90-8eb4e2097748d581973c196d651f4dd489c54bcf"
