"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Program Increase","0.000","N/A","13.500","Additional funds will be utilized towards researching efforts to develop high energy weapons.  These could potentially include Electromagnetic Railgun (EMRG) development and directed energy initiatives. Increased investments in the Electro Magnetic (EM) railgun would go towards the further development of a weapon which could be considered for multi-mission applications including USMC Naval Surface Fire Support, anti-surface warfare (ASUW) and ship self-defense from missiles and small boat threats.  Funds used towards the development of Directed Energy (DE) technologies for Navy applications will go towards addressing requirements of future Navy combatants to provide ship defense against emerging threats that are proliferating throughout the Navies of the world.","06c9f5e893b2ac8d2e7d85586de86497c27b035e-0-2bb1e262374e1c1b95a1f74086e5ff79dbd6ed34","06c9f5e893b2ac8d2e7d85586de86497c27b035e","root.record.ProjectList.Project","06c9f5e893b2ac8d2e7d85586de86497c27b035e-1-4fe482eb5a5bb06023cb7867b601fa5a4ff22e26"
"Force Protection Research","0.000","N/A","5.000","Investments in the Electro Magnetic (EM) railgun would go towards the further development of a weapon which could be considered for multi-mission applications including USMC Naval Surface Fire Support, anti-surface warfare (ASUW) and ship self-defense from missiles and small boat threats.  Funds used towards the development of Directed Energy (DE) technologies for Navy applications will go towards addressing requirements of future Navy combatants to provide ship defense against emerging threats that are proliferating throughout the Navies of the world.","06c9f5e893b2ac8d2e7d85586de86497c27b035e-1-340d36bce652b81a50eca5db0d8946ac22459fe6","06c9f5e893b2ac8d2e7d85586de86497c27b035e","root.record.ProjectList.Project","06c9f5e893b2ac8d2e7d85586de86497c27b035e-1-4fe482eb5a5bb06023cb7867b601fa5a4ff22e26"
"Operational Capabilities, Development, and Integration","0.700","Incorporated ORS Resilient Space Layer (RSL) in three wargames:  Advanced Concept Event-15 (ACE-15), Futures Wargame-15, and the Space Futures Wargame-15.  Demonstrated the Commercial Integration of Global Android-based Relay System for Force Tracking (CIGARS-FT) project during the Army's Technical Support and Operational Analysis (TSOA).","0.274","Execute urgent needs as identified by USSTRATCOM.  Continue to support Service war games; re-start support to CCMD exercises.  Support the integration of MMSOC compatibility with the Naval Research Lab's Neptune Common Ground Architecture, and demonstrate using the Army's Kestrel Eye Satellite program.  Integrate ORS capabilities and concepts, including resiliency, into operations plans of the combatant commands, TTP of the military departments, and exercises, demonstrations, and war games.  Support the Space and Naval Warfare Systems Command (SPAWAR) program with small satellite capabilities to satisfy naval weather requirements.","0716c55941f70b17e21a638ec88081e050fd2b35-0-5ade4d24fef4fa64d8cfdcbf5d952ae9585a57af","0716c55941f70b17e21a638ec88081e050fd2b35","root.record.ProjectList.Project","0716c55941f70b17e21a638ec88081e050fd2b35-0-3d8e2e9db55aacda752693540acddd0bc066c7a2"
"Rapid Assembly, Integration, & Test (Tier-2)","0.200","Continued developing the Rapid Response Space Works and its capability for rapid assembly integration and test, using the modular space vehicle bus.","0.909","Reconfigure the delivered Modular Space Vehicle (MSV) bus to accommodate the Compact Ocean Surface Wind Vector Radiometer (COWVR) technology demonstration.  Execute the Open Manufacturing program to develop four 6U sized cubesats--Responsive Space Satellites (RSPSats), and the Space Effect Deployable Responsive Space Testbed (RSTB) program to conduct three stratospheric flight missions.","0716c55941f70b17e21a638ec88081e050fd2b35-1-2397e66f25d78b1a5d916fbaa185cd78b7a6efbf","0716c55941f70b17e21a638ec88081e050fd2b35","root.record.ProjectList.Project","0716c55941f70b17e21a638ec88081e050fd2b35-0-3d8e2e9db55aacda752693540acddd0bc066c7a2"
"ORS Development (1)","12.900","Performed ORS-5 System Capability Demonstrations 1 and 2, and Preliminary Design Review (PDR) and Critical Design Review (CDR) milestones.  Awarded the ORS-5 Minotaur IV launch vehicle contract.  ORS-4 launch date was originally scheduled for Jan 2015, but first stage motor complications caused a delay to Nov 2015.  Defined open manufacturing requirements, factory environment, integration with Digital Assurance architecture, transportation and factory flow requirements, standard, high-definition, and machine readable camera requirements.  Responsive Space Parts/Spacecraft Design to include Next Generation Space Hot Shot Design.   Digital Assurance integration to Spacecraft object build and flight software iteration.","8.735","Continue ORS-5 space vehicle system integration and testing.  Continue open manufacturing development including factory environment, integration with Digital Assurance architecture, transportation and factory flow requirements, standard, high-definition, and machine readable camera requirements.  Continue responsive Space Parts/Spacecraft Design to include Next Generation Space Hot Shot Design.   Continue Digital Assurance integration to Spacecraft object build and flight software iteration.  Close out the demonstration of the ORS-4/Super Strypi mission.  ORS-4 was the first flight demonstration launch of the Super Strypi launch system and demonstrated the rail launcher and horizontal launch processing.","0716c55941f70b17e21a638ec88081e050fd2b35-2-08b3c7a680f9dc81656f22aa8408a7698b2af407","0716c55941f70b17e21a638ec88081e050fd2b35","root.record.ProjectList.Project","0716c55941f70b17e21a638ec88081e050fd2b35-0-3d8e2e9db55aacda752693540acddd0bc066c7a2"
"ORS: Cross Cutting","6.200","Continued systems engineering and program management Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV.  Continued ongoing systems engineering support of future mission development. Continued ORS-1 Mission Operations and Lessons Learned studies. Conducted Modeling and Simulations for Mission Evaluations. Refine ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Supported the solidification of space doctrine.","2.082","Continue ORS-1 Mission Operations and Lessons Learned studies.  Continue ongoing systems engineering support of future mission development.  Refine ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Lead, participate in, and support, as appropriate, the solidification of space doctrine.","0716c55941f70b17e21a638ec88081e050fd2b35-3-c7a0f967ff99ae2daeebacc5ac7226a960727445","0716c55941f70b17e21a638ec88081e050fd2b35","root.record.ProjectList.Project","0716c55941f70b17e21a638ec88081e050fd2b35-0-3d8e2e9db55aacda752693540acddd0bc066c7a2"
"Program Increase","4.061","-Continued and expanded on-going competitive award efforts that improve lithium-ion battery safety, including non-flammable electrolytes and safer cell technology, to enable broader adoption for a variety of Navy applications. -Continued and expanded on-going competitive award efforts organo-polymer materials for capacitive energy storage and low-cost photovoltaic materials and devices.","3.700","-Continue promising energy storage and power generation research that supports the program goal.-Expand the portfolio of materials and architectures to address Naval needs through additional competitive awards.","085b9c0430a99e7aaac2fa29e16afc157bb586f0-0-dd8adfb59d9cc9c6ea03233be847b8909f087526","085b9c0430a99e7aaac2fa29e16afc157bb586f0","root.record.ProjectList.Project","085b9c0430a99e7aaac2fa29e16afc157bb586f0-1-384e62250a49617930fb7704aafc1ef78c010ab8"
"Alternative Energy Research","19.370","- Continued microgrid analyses at Naval Facilities in Hawaii to increase energy security for critical infrastructure and to determine capabilities needed for effective base-to-utility interconnect under conditions of high-penetration of renewables. - Commissioned a new hydrogen fueling station at Marine Corp Base Hawaii (MCBH). - Continued heat exchanger material corrosion evaluation and process control evaluations for Ocean Thermal Energy Conversion (OTEC) systems. - Provided Naval Facilities with sea-water air condition (SWAC) cost and performance analysis using new modeling tools. - Continued development of sophisticated hydrodynamic tools for design of high performance, high efficiency hull forms for naval ships and craft. - Continued evaluation of grid frequency control techniques using grid frequency response and battery state-of-charge algorithms for lithium-titanate battery system, demonstrating 40% reduction in frequency variability on grid with high-penetration of wind power, and initiated similar battery approaches at grid locations with high-penetration of photovoltaics.- Completed evaluation of General Motors Equinox Fuel Cell Electric Vehicles (FCEVs) for non-tactical vehicle use at Naval Facilities in Hawaii.- Initiated support for wave energy system environmental characterization and modeling.- Initiated hydrogen fuel cells research for operations in harsh environments including unmanned vehicles.- Initiated support for energy storage technologies to mitigate the impact of renewables on grid stability.","20.000","- Continue microgrid analyses at Naval Facilities in Hawaii to increase energy security for critical infrastructure and to determine capabilities needed for effective base-to-utility interconnect under conditions of high-penetration of renewables.- Continue heat exchanger material corrosion evaluation and process control evaluations for Ocean Thermal Energy Conversion (OTEC) systems. - Continue development of sophisticated hydrodynamic tools for design of high performance, high efficiency hull forms for naval ships and craft. - Continue support for wave energy system environmental characterization and modeling.- Continue hydrogen fuel cells research for operations in harsh environments including unmanned vehicles.- Continue support for energy storage technologies to mitigate the impact of renewables on grid stability.- Complete evaluation of grid frequency control techniques using grid frequency response and battery state-of-charge algorithms for lithium-titanate battery system, demonstrating 40% reduction in frequency variability on grid with high-penetration of wind power, and initiated similar battery approaches at grid locations with high-penetration of photovoltaics.","085b9c0430a99e7aaac2fa29e16afc157bb586f0-1-ac43efacadda64fcf3eb0f4fecf252282a96bcf0","085b9c0430a99e7aaac2fa29e16afc157bb586f0","root.record.ProjectList.Project","085b9c0430a99e7aaac2fa29e16afc157bb586f0-1-384e62250a49617930fb7704aafc1ef78c010ab8"
"CVN-78 Shock Trials","0.000","N/A","50.000","Begin planning for CVN 78 Class Shock Trial on CVN 78 in accordance with the Acquisition Decision Memorandum (ADM) dated 7 August 2015.","0a197ebb00c85bc068ee508f0cb59dff725a0cf8-0-71b609d998182678e745e74886e2211b9069ba54","0a197ebb00c85bc068ee508f0cb59dff725a0cf8","root.record.ProjectList.Project","0a197ebb00c85bc068ee508f0cb59dff725a0cf8-2-18909d6bd76d93dbc2cba5e18534a51e0be6a427"
"Information Technology Development Increase","0.000","N/A","4.000","Development and configuration of ePLM IDE capability which includes expanded product data management capability, enhancement of predictive analytics, and enhancement and integration of SBIR Phase 3 Technologies. Further integration of the capabilities necessary to deliver an enterprise based decision support solution and continued development and integration of additional software capabilities, development of human capital solutions and refinement of the acquisition processes and sustainment approaches.","0b0c2b8029183723bb1e9f96731c9d94ddb01283-0-8a24c7e81ba5f8dd8cc4041d44605f3f86898393","0b0c2b8029183723bb1e9f96731c9d94ddb01283","root.record.ProjectList.Project","0b0c2b8029183723bb1e9f96731c9d94ddb01283-7-b9f83cc944cb8bad1449260c1b475695c0b7a397"
"Military Dental Research","5.895","Continue efforts in cranio-facial injury surveillance; combat dentistry; treatment of maxillofacial injury; dental disease non-battle injuries; oral/facial disease and infection in military personnel.","6.000","N/A","0e4aa5e889839fd0c8ee48547454f06e5fd39046-0-b9d8e48af2db081f1d723f18daed4a7c3cf8d389","0e4aa5e889839fd0c8ee48547454f06e5fd39046","root.record.ProjectList.Project","0e4aa5e889839fd0c8ee48547454f06e5fd39046-1-20ce2dfab8ffa74a6d5c14fe5e758e13171ef256"
"Wound Care Research (transferred from Defense Health Program)","12.605","Continue to develop novel diagnostics and treatments to enhance the care of the wounded warfighter.","10.000","N/A","0e4aa5e889839fd0c8ee48547454f06e5fd39046-1-0dbfdc7aec093a12eddaf7b732a6382ae46992ff","0e4aa5e889839fd0c8ee48547454f06e5fd39046","root.record.ProjectList.Project","0e4aa5e889839fd0c8ee48547454f06e5fd39046-1-20ce2dfab8ffa74a6d5c14fe5e758e13171ef256"
"Program Increase","16.000","Program increase for missile technology research","8.500","Program increase for missile technology research","1ad72c998951a47db19f9751a592817b75aa7478-0-69c849bf086b28fc279b2930891f96ccdd1f2dda","1ad72c998951a47db19f9751a592817b75aa7478","root.record.ProjectList.Project","1ad72c998951a47db19f9751a592817b75aa7478-1-c6083cc6bf1e1f0390e8bfbd1a530c13cabf673f"
"Future Vertical Lift Research","14.000","This Congressional Add supported research for Future Vertical Lift technologies and concepts in support of the Joint Multi-Role Tech Demo Program.","10.000","This Congressional Add supports research for Future Vertical Lift technologies and concepts in support of the Joint Multi-Role Tech Demo Program.","20108c194dbffa08914bb31257f4c5eebada3a72-0-4ea288483ad91221fdeb905f835cc32375d5376e","20108c194dbffa08914bb31257f4c5eebada3a72","root.record.ProjectList.Project","20108c194dbffa08914bb31257f4c5eebada3a72-3-d1fe0d396e00c572cb39caa7f22c9676b592574e"
